tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
3632,AmericanAir,False,Sat Nov 25 23:59:52 +0000 2017,@116577 Any dogs you see outside of a kennel are either service or emotional support animals.,"3633,3634",3635.0
3637,AmericanAir,False,Sat Nov 25 23:53:25 +0000 2017,"@116577 We're sorry for the inconvenience, Nick. Did you ask a crew member if you could move to another seat?",3635,3638.0
4063,AmericanAir,False,Tue Oct 31 23:12:26 +0000 2017,"@116682 Our service should be consistent all across the board, Stuart. So sorry if you experienced otherwise.",4064,4065.0
4066,AmericanAir,False,Wed Nov 01 02:08:37 +0000 2017,"@116682 We're glad that our team was able to help, but we appreciate this feedback.",,4064.0
4067,AmericanAir,False,Tue Oct 31 23:06:13 +0000 2017,@116683 Congrats on getting married! We're looking forward to having lots of excited wedding guests. That's a fantastic deal!,,4068.0
4069,AmericanAir,False,Tue Oct 31 23:00:29 +0000 2017,"@116684 Whoa, what's going on that you're feeling this way towards us?",4070,4071.0
4072,AmericanAir,False,Tue Oct 31 23:10:43 +0000 2017,@116684 It sounds like you had a Basic Economy ticket. You're only able to have one personal item underneath the seat when you have this ticket type,"4073,4074",4070.0
5334,AmericanAir,False,Tue Oct 31 23:27:56 +0000 2017,@116938 We're glad that our team was able to help. Have a fantastic evening!,,5335.0
6555,AmericanAir,False,Mon Oct 09 00:35:30 +0000 2017,@117155 We have some of the best crew in the business and want you to know that we're glad to have you fly with us today. #smilesfromustoyou!,,6556.0
6598,AmericanAir,False,Mon Oct 09 00:34:31 +0000 2017,"@117161 We try to upgrade as much as possible and will continue to do that. Our apologies that you haven't got upgraded as much as you'd like, Wael.",6599,6600.0
6601,AmericanAir,False,Mon Oct 09 00:54:56 +0000 2017,"@117161 We're truly sorry this has been your experience with us, as we always try to truly hear our customer feedback. We hope you remain loyal.",,6599.0
6602,AmericanAir,False,Sun Oct 08 23:59:16 +0000 2017,"@117161 We never want you to feel this way, and appreciate the feedback you provide!","6600,6603",6604.0
6623,AmericanAir,False,Mon Oct 09 00:42:44 +0000 2017,@117169 Our sincere apologies for any rudeness. We welcome all families to fly with us and want this to be an exciting experience for your kids.,,6624.0
6625,AmericanAir,False,Sun Oct 08 19:24:12 +0000 2017,"@117169 Oh my, we'd like to have more details about what happened. We always expect our team to treat our customers courteously and friendly.","6626,6627,6624",6628.0
6910,AmericanAir,False,Mon Oct 09 00:44:15 +0000 2017,@117181 Your carry-on bag is oversized by the dimensions you gave us. There will be a charge since you'll have to check it. https://t.co/AqqDo7qAE3.,6911,6912.0
6913,AmericanAir,False,Mon Oct 09 01:03:18 +0000 2017,@117181 You'll get charged just like a normal checked bag and the charge amount depends on your ticket. Please DM your record locator so we can see.,,6911.0
6929,AmericanAir,False,Mon Oct 09 00:50:31 +0000 2017,@117187 That’s #fAAntastic to hear how smooth our pilot’s landing was. Please DM your record locator and we’ll properly recognize our crew. #AATeam,,6930.0
7182,AmericanAir,False,Tue Oct 31 23:30:02 +0000 2017,@117240 We want to make sure communication is crystal clear. Please DM your record locator so we can share your feedback.,7183,7184.0
8739,AmericanAir,False,Tue Oct 31 23:56:50 +0000 2017,@117544 We're sorry you feel that way. We appreciate your feedback.,,8740.0
8741,AmericanAir,False,Tue Oct 31 23:55:02 +0000 2017,@117545 We're sorry for the wait tonight. We'll have you bags out to you as soon as possible. https://t.co/vpkBeWiqTq,,8742.0
8743,AmericanAir,False,Tue Oct 31 23:51:20 +0000 2017,@117546 We're are almost there just one last leg of your trip and you'll be #homesweethome.,,8744.0
8745,AmericanAir,False,Tue Oct 31 23:51:06 +0000 2017,@117547 Thanks for the shout-out to PVD! We'd love to forward this on to our #AATeam. Please follow and DM your record locator.,,8746.0
8747,AmericanAir,False,Tue Oct 31 23:49:03 +0000 2017,"@117549 Our apologies for the delay, Heather. You should be in the air shortly.",,8748.0
9447,AmericanAir,False,Wed Nov 01 00:11:05 +0000 2017,"@117693 We're thrilled you had the real American experience today, John! Thanks for your loyalty.",,9448.0
9450,AmericanAir,False,Wed Nov 01 00:08:36 +0000 2017,"@117694 We're glad we could help! We're here anytime, Curtis.",,9451.0
9453,AmericanAir,False,Wed Nov 01 00:07:28 +0000 2017,@117695 We're excited to have you on board! Thanks for letting us take you on this #AAdventure.,9454,9455.0
9456,AmericanAir,False,Wed Nov 01 00:52:03 +0000 2017,"@117695 Wear comfy clothes, stretch prior to boarding and throughout the flight. Also, make sure you drink plenty of water.",9457,9454.0
9458,AmericanAir,False,Wed Nov 01 00:53:26 +0000 2017,@117695 We can't wait!,,9457.0
9459,AmericanAir,False,Wed Nov 01 00:06:34 +0000 2017,@117696 We'd like more info to see if we can help. Please DM your bag file number.,,9460.0
9461,AmericanAir,False,Wed Nov 01 00:01:32 +0000 2017,"@117697 Oh my, please DM your record locator and include your email &amp; mailing address. Lastly, provide as many details as possible.",,9462.0
9463,AmericanAir,False,Wed Nov 01 00:00:22 +0000 2017,"@117698 We're sorry for the situation, but we're happy you're making the best of it, John. Please let us know if we can help.",,9464.0
9940,AmericanAir,False,Wed Nov 01 00:29:33 +0000 2017,@117839 We're glad you're enjoying some of our #AATeam's great costumes. Their treat is getting to serve our best customers.,,9941.0
9942,AmericanAir,False,Wed Nov 01 00:24:33 +0000 2017,"@117840 We know how important staying connected is, Kyle. Have a fantastic flight!",,9943.0
9945,AmericanAir,False,Wed Nov 01 00:22:30 +0000 2017,@117841 Width can vary just slightly throughout the cabin. Main Cabin Extra seats always have 4-6 inches of extra legroom.,9946,9947.0
9948,AmericanAir,False,Wed Nov 01 00:20:59 +0000 2017,"@117842 We're sorry for any rudeness. If you have a Basic Economy ticket, then only a personal item would be allowed on board.",,9949.0
9950,AmericanAir,False,Wed Nov 01 00:20:17 +0000 2017,@117843 A specialist is still carefully reviewing this. Someone will be in direct contact soon.,,9951.0
9952,AmericanAir,False,Wed Nov 01 00:20:12 +0000 2017,@117844 Hi there! Our Reservations team can check on flights for you at 800-433-7300.,,9953.0
10765,AmericanAir,False,Wed Nov 01 00:34:32 +0000 2017,@117992 No problem at all. It’s a huge honor for us to support our troops.,,10766.0
11190,AmericanAir,False,Wed Nov 01 00:54:18 +0000 2017,@118124 Please send the requested info via DM. We need your contact info (phone and email).,,11191.0
12150,AmericanAir,False,Wed Nov 01 01:27:26 +0000 2017,"@118402 If we can take a look, then please DM your record locator and details.",12151,12152.0
12153,AmericanAir,False,Wed Nov 01 01:23:04 +0000 2017,"@118402 We're sorry that this has been your experience, is there some way we can help?",12152,12154.0
12155,AmericanAir,False,Wed Nov 01 01:27:01 +0000 2017,@118403 Please DM your record locator. We'll take a closer look for you.,12156,12157.0
12158,AmericanAir,False,Wed Nov 01 01:26:15 +0000 2017,"@118404 We'd like to forward this along, Mindy. Please DM your record locator.",,12159.0
12160,AmericanAir,False,Wed Nov 01 01:25:49 +0000 2017,@118405 Please DM your record locator. We'd like to forward this to the correct team.,,12161.0
12168,AmericanAir,False,Wed Nov 01 01:24:50 +0000 2017,@118406 We'll make sure to let our team know about this. Our friends @116462 can also take a look.,"12169,12170",12171.0
12172,AmericanAir,False,Wed Nov 01 01:48:08 +0000 2017,@118406 We're very sorry. We've forwarded it to our team that handles Wi-Fi.,,12169.0
12173,AmericanAir,False,Wed Nov 01 01:54:55 +0000 2017,@118406 The experience of our most loyal customers is paramount. We're installing a new type of much faster Wi-Fi on much of our fleet.,"12174,12175",12170.0
12176,AmericanAir,False,Wed Nov 01 03:31:50 +0000 2017,"@118406 We're sorry if you had a bad experience with our team, Kay. Please let us know if we ca help in some way,",,12174.0
13298,AmericanAir,False,Wed Nov 01 01:56:10 +0000 2017,@118743 Please DM your record locator. We'd like to share this feedback with the Flight Service leadership team.,13299,13300.0
13301,AmericanAir,False,Wed Nov 01 01:52:58 +0000 2017,@118743 We understand that's important to update info quickly and we appreciate your feedback on this.,13300,13302.0
