tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2411,Uber_Support,False,Sun Nov 26 00:24:38 +0000 2017,@116268 We can take a look! Send us a note via https://t.co/tv4psVy8sr so our team can get in touch.,,2412.0
2413,Uber_Support,False,Sun Nov 26 00:23:50 +0000 2017,@116269 We've been in touch via DM!,,2414.0
2416,Uber_Support,False,Sun Nov 26 00:23:05 +0000 2017,@116270 Here to help! Follow up here; https://t.co/h840Iouehc and our team will connect right away.,2417,2418.0
2419,Uber_Support,False,Sun Nov 26 01:09:54 +0000 2017,@116270 Here to help! Send us a DM with your email address so we can assist.,,2417.0
2421,Uber_Support,False,Sun Nov 26 00:20:58 +0000 2017,@116272 We can definitely take a look! Send us a note via https://t.co/nFTc4ODH3P so we can assist.,2422,2423.0
2424,Uber_Support,False,Sun Nov 26 00:50:13 +0000 2017,@116272 We're here to help! Send us a DM with your email address so we can follow up.,,2422.0
2425,Uber_Support,False,Sun Nov 26 00:20:48 +0000 2017,"@116274 We're following up with you via DM, be on the look out for our response.",,2426.0
2428,Uber_Support,False,Sun Nov 26 00:20:13 +0000 2017,"@116275 We'd be happy to look into this, Frank. Please provide the email address you used to reach out to us so we can further review and assist.",,2429.0
2430,Uber_Support,False,Sun Nov 26 00:20:02 +0000 2017,@116277 The busy area fee helps us maintain the reliability &amp; speed of our service. You can try again later when there may be less demand.,2431,2432.0
2433,Uber_Support,False,Sun Nov 26 00:19:23 +0000 2017,"@116278 We're here to help! Send us a note here, https://t.co/z33D4A8p40 and our team will be in touch.",,2434.0
2435,Uber_Support,False,Fri Nov 24 23:13:38 +0000 2017,@116278 Here to help. Send us a note at https://t.co/QsI1vsvcif so our team can connect.,2434,2436.0
2437,Uber_Support,False,Sun Nov 26 00:18:56 +0000 2017,"@116279 Hi, Jenny! Kindly send us details regarding your concern so our team can assist.",,2438.0
2439,Uber_Support,False,Sun Nov 26 00:17:03 +0000 2017,@116280 Here to help! For more info please visit;https://t.co/Xaf6cZMUVR.,2440,2441.0
2442,Uber_Support,False,Sun Nov 26 00:31:36 +0000 2017,@116280 Here to help! Contact us here;  https://t.co/uRjsQ64qLY so we can take a closer look.,2443,2440.0
2444,Uber_Support,False,Sun Nov 26 00:48:39 +0000 2017,@116280 Hi! Please visit https://t.co/Xaf6cZMUVR for more information.,,2443.0
2445,Uber_Support,False,Sun Nov 26 00:16:54 +0000 2017,"@116281 Sorry to hear about the trouble, Jasmany. We've escalated your concern - a member of our team will be in touch shortly via in-app. These type of issues are handled off social media. We apologize for any inconvenience this may have caused.",2446,2447.0
2448,Uber_Support,False,Sun Nov 26 21:46:11 +0000 2017,"@116281 Hey there, Jasmany! We can see that a member of our team is looking into this for you. In an effort to enhance your support experience, and to avoid further confusion we'll be following up with any further questions or concerns you may have through in-app support.",2449,2446.0
2450,Uber_Support,False,Sun Nov 26 00:10:55 +0000 2017,"@116282 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please message us with the email address associated with the account and we'll follow up with her directly via in-app support.",2451,2452.0
2453,Uber_Support,False,Sun Nov 26 01:49:46 +0000 2017,@116282 Here to help! Please confirm the email address or phone number through direct message so we can further assist,,2451.0
2454,Uber_Support,False,Sun Nov 26 00:10:11 +0000 2017,@116283 We're here to help. Send us a DM with your email address so we can assist.,,2455.0
2456,Uber_Support,False,Sun Nov 26 00:09:56 +0000 2017,@116284 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,2457.0
2458,Uber_Support,False,Sun Nov 26 00:09:40 +0000 2017,"@116285 Hi, Eric. Kindly visit this link for more info; https://t.co/HULHsCQlaL",2459,2460.0
2461,Uber_Support,False,Sun Nov 26 00:32:34 +0000 2017,"@116285 Sorry to hear about the trouble, Eric! At airports, there are usually only specific pick up zones which would then make moving the pin to your exact location default back to the designated pick up zone. We apologize for the inconvenience.",,2459.0
2462,Uber_Support,False,Sun Nov 26 00:07:19 +0000 2017,@116286 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,2463.0
2464,Uber_Support,False,Sun Nov 26 00:06:56 +0000 2017,@116287 Due to our privacy policy we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/rOtqyWzf0B so we can assist them further. Please let us know if you have any other questions.,,2465.0
2466,Uber_Support,False,Sun Nov 26 00:04:56 +0000 2017,@116289 We can definitely take a look! Send us a DM with your email address so we can follow up.,,2467.0
2415,Uber_Support,False,Sun Nov 26 00:02:54 +0000 2017,@116269 Here to help! Send us a DM with your email address with more info so we can assist.,,2414.0
2468,Uber_Support,False,Sun Nov 26 00:02:15 +0000 2017,@116290 Happy to help! Please confirm your email address or phone number through direct message (DM) so our team can assist you further.,,2469.0
2470,Uber_Support,False,Sat Nov 25 02:57:52 +0000 2017,@116290 Here to help! Send us a DM with your email address so we can assist.,2469,2471.0
2472,Uber_Support,False,Sat Nov 25 02:54:53 +0000 2017,@116290 Here to help. Send us a note at https://t.co/5MN4s6W3AA so our team can connect.,"2473,2471",2474.0
2475,Uber_Support,False,Sun Nov 26 00:01:24 +0000 2017,@116291 We're here to help! Send us a DM with your email address so we can follow up.,,2476.0
2477,Uber_Support,False,Sat Nov 25 23:24:11 +0000 2017,@116291 Here to help! Send us a note at https://t.co/fS660rQ8NQ so our team can connect.,2476,2478.0
2479,Uber_Support,False,Sat Nov 25 23:59:35 +0000 2017,@116292 We're here to help. Can you please send us a DM with your email address so we can look into this?,,2480.0
2493,Uber_Support,False,Wed Nov 01 03:25:50 +0000 2017,@116299 So sorry to hear this. Please send us a DM with your email address so we can help.,,2494.0
2713,Uber_Support,False,Wed Nov 01 03:22:46 +0000 2017,@116355 Thank you for following up. A member of our team will be in touch shortly through DM.,,2714.0
2715,Uber_Support,False,Wed Nov 01 02:19:50 +0000 2017,@116355 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,"2714,2716",2717.0
2718,Uber_Support,False,Tue Oct 31 22:51:51 +0000 2017,@116356 We have received your DM and will follow up there.,2719,2720.0
2721,Uber_Support,False,Thu Nov 02 13:26:40 +0000 2017,@116356 We've folllwed up via DM.,,2719.0
2722,Uber_Support,False,Mon Oct 30 23:10:48 +0000 2017,@116356 We're here to help! Send us a DM with your email address so we can connect.,"2720,2723",2724.0
2725,Uber_Support,False,Tue Oct 31 22:57:46 +0000 2017,@116357 Here to help! Send us a note at https://t.co/nFTc4ODH3P so our team can connect.,,2726.0
2727,Uber_Support,False,Tue Oct 31 22:57:05 +0000 2017,@116358 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,,2728.0
2729,Uber_Support,False,Tue Oct 31 22:54:41 +0000 2017,@116359 Here to help! Follow up here; https://t.co/dwDjAokZht and our team will connect right away.,,2730.0
2732,Uber_Support,False,Tue Oct 31 22:53:19 +0000 2017,@116360 We're here to help! Send us a DM with your email address and specific details of your issue so we can follow up.,,2733.0
2734,Uber_Support,False,Wed Nov 01 03:20:11 +0000 2017,@116361 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,2735.0
2940,Uber_Support,False,Wed Nov 01 03:18:45 +0000 2017,@116389 We take this very seriously. Please send us a DM with your email address and additional details so we can connect ASAP.,2941,2942.0
3160,Uber_Support,False,Fri Dec 01 06:31:42 +0000 2017,@116437 Thanks for following up. Please confirm your email address or phone number through direct message so we can further assist.,,3161.0
3162,Uber_Support,False,Fri Dec 01 06:16:12 +0000 2017,@116437 Happy to further assist you. Can you please send us a DM with your email address and additional details so we can follow up?,3161,3163.0
3639,Uber_Support,False,Wed Nov 01 03:18:28 +0000 2017,@116581 Here to help. Send us a note at https://t.co/xRfusvlJhN so our team can connect.,,3640.0
3716,Uber_Support,False,Wed Nov 01 03:17:02 +0000 2017,@116608 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,,3717.0
3718,Uber_Support,False,Wed Nov 01 03:16:14 +0000 2017,"@116609 We've replied via DM, please follow up there.",,3719.0
3720,Uber_Support,False,Wed Nov 01 01:40:58 +0000 2017,@116609 We hope everyone is ok. Please DM us your email address so we can follow up immediately.,3719,3721.0
3798,Uber_Support,False,Tue Oct 31 23:13:59 +0000 2017,"@116634 Hi, we're here to help. Please DM us the email linked to your Uber account so we can look into this for you.","3799,3800,3801",3802.0
3803,Uber_Support,False,Wed Nov 01 01:26:13 +0000 2017,@116634 We're here to help. We just sent you a DM.,,3801.0
3804,Uber_Support,False,Tue Oct 31 23:13:18 +0000 2017,"@116635 Here to help. For more info regarding your concern, please visit: https://t.co/UYuIveoHXo",,3805.0
3806,Uber_Support,False,Tue Oct 31 23:13:04 +0000 2017,@116636 Here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can connect.,,3807.0
3808,Uber_Support,False,Tue Oct 31 23:11:28 +0000 2017,@116637 Here to help. Send us a note at https://t.co/fS660rQ8NQ so our team can connect.,,3809.0
3810,Uber_Support,False,Tue Oct 31 23:10:35 +0000 2017,"@116638 We're here to help! Send us a note here, https://t.co/tv4psVy8sr and our team will be in touch.",,3811.0
3812,Uber_Support,False,Tue Oct 31 23:08:46 +0000 2017,@116639 Here to help! Send us a note here; https://t.co/h840Iouehc and our team will be able to assist!,,3813.0
3814,Uber_Support,False,Tue Oct 31 23:07:52 +0000 2017,@116640 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,,3815.0
3816,Uber_Support,False,Tue Oct 31 23:04:54 +0000 2017,@116641 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,,3817.0
3818,Uber_Support,False,Tue Oct 31 23:00:48 +0000 2017,"@116642 We're here to help! For more info, visit us at; https://t.co/AUc7vJQ0VM.",,3819.0
3820,Uber_Support,False,Tue Oct 31 21:41:33 +0000 2017,@116642 Hi there! Please send us a note via https://t.co/EkibplQL1j so we can assist further.,3819,3821.0
4583,Uber_Support,False,Fri Dec 01 06:30:25 +0000 2017,@116787 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,4584,4585.0
4586,Uber_Support,False,Fri Dec 01 06:19:18 +0000 2017,@116787 Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,4585,4587.0
4918,Uber_Support,False,Tue Oct 31 23:23:27 +0000 2017,@116866 We're here to help! Send us a DM with your email address and more details so we can follow up.,,4919.0
4920,Uber_Support,False,Tue Oct 31 23:20:36 +0000 2017,@116867 We're here to help! Send us a DM with your email address so we can connect.,,4921.0
4922,Uber_Support,False,Tue Oct 31 23:19:21 +0000 2017,@116868 Here to help! Contact us here; https://t.co/lu151EysvX so we can take a closer look.,,4923.0
4924,Uber_Support,False,Tue Oct 31 23:18:17 +0000 2017,@116869 Here to help. Send us a note at https://t.co/1xM0TILvAI so our team can connect.,4925,4926.0
4927,Uber_Support,False,Thu Nov 02 02:49:25 +0000 2017,@116869 Here to help! Please send us a DM with your email address with details so we can follow up.,,4925.0
5858,Uber_Support,False,Tue Oct 31 23:42:02 +0000 2017,@117111 Here to help! Send us a note at https://t.co/Tq0sPMsSdu so our team can connect.,,5859.0
5860,Uber_Support,False,Tue Oct 31 23:41:10 +0000 2017,@117112 Find out more info about getting your invoice here: https://t.co/AUc7vJQ0VM,5861,5862.0
5863,Uber_Support,False,Wed Nov 01 00:59:21 +0000 2017,@117112 We're so sorry about that! Please DM us your email address so we can further assist.,,5861.0
5864,Uber_Support,False,Tue Oct 31 23:40:30 +0000 2017,@117113 Here to help! Check out https://t.co/FQNTfKa7k0 for more information on earning free rides.,,5865.0
5866,Uber_Support,False,Tue Oct 31 23:40:09 +0000 2017,@117114 Sorry to hear about that! Send us a note at https://t.co/qLzKaGQcAg so our team can further assist.,,5867.0
