tweet_id,created_at,text
379894,Mon Oct 09 07:21:12 +0000 2017,No way found to transfer Amazon pay balance to bank acct @115850  any solution ??
149135,Fri Nov 24 14:57:42 +0000 2017,WHERE ARE MY FUSES AMAZON
502448,Fri Dec 01 19:54:10 +0000 2017,@AmazonHelp any chance in a refund for paying next day delivery? It’s not arrived
470871,Fri Dec 01 08:58:09 +0000 2017,@AmazonHelp  https://t.co/jdqB2VE6kp
44517,Wed Nov 01 16:08:30 +0000 2017,"@2600 Bjr, une idée pour me co à mon compte protégé par la double authent. quand j'ai plus  l'authenticator et plus le num de tel ?"
43258,Wed Nov 01 15:56:36 +0000 2017,"@AmazonHelp I called them, they fixed the location issue. I called again to get this download issue fixed&amp; been told that I'll get an email"
505783,Fri Dec 01 21:21:29 +0000 2017,"@AmazonHelp Ese es realmente el problema ,q no sabemos nada del transportista,ni se ha comunicado con nosotros ni notificación en el buzón ni nada,llamamos a At.al cl y la única solución q nos da es q llegará el lunes,con lo q tendría q faltar a trabajar d nuevo y x supuesto sin saber hora"
179586,Wed Oct 04 09:14:58 +0000 2017,@AmazonHelp I had already done that. But your team said they had investigated &amp; could not help further.
474223,Fri Dec 01 10:12:07 +0000 2017,"@115850 +91 96506 76949,this man said he is coming in 5 mins to deliver my product ,been 2 hours ?? Not fair!!"
420054,Tue Oct 10 06:02:22 +0000 2017,@115821  Didn't receive esprit watch yet order placed on 24th September. Poor  response from customer care who have asked to cancel order!
233772,Thu Oct 05 12:55:25 +0000 2017,@115830 Won’t tell me any birthdays and I have two users on echo but saying my wife’s event when on my account
124064,Fri Nov 24 01:10:56 +0000 2017,"偽アマゾンから迷惑メールきた～。
#迷惑メール https://t.co/0qwsO6ZdyY"
299654,Fri Oct 06 19:49:35 +0000 2017,@117795 delivery driver left no card not even attempted delivery. What’s the point in your service #aweful
281380,Fri Oct 06 11:27:24 +0000 2017,"@AmazonHelp Pls see the msg I got just a minute ago. Expecting that delivery will be attempted again, today itself. https://t.co/buLMkfR2S4"
111888,Thu Nov 23 20:30:25 +0000 2017,@AmazonHelp Again? I've been in contact numerous times this week &amp; assured each time that my package would be with me 'the next day'.
479332,Fri Dec 01 12:54:35 +0000 2017,@AmazonHelp I can check my status just fine... I'm telling you that this service is bad and you suggest I check my orders. 🤔 I guess get back to me when the coffee kicks in.
551987,Sat Dec 02 22:22:35 +0000 2017,"@AmazonHelp Same wake word. But according to that article, ESP makes it so Echo intelligently knows which device you're talking to. And that's not happening here."
444337,Wed Nov 22 09:35:08 +0000 2017,@AmazonHelp Already submitted an online complaint which was completely ignored
471523,Fri Dec 01 08:51:08 +0000 2017,@AmazonHelp Order has shipped and tracking indicated delivery by 8pm yesterday. When this deadline passed I just see that it ‘should’ be with me by the 4th with no tracking timeline
511655,Fri Dec 01 23:06:33 +0000 2017,"@118919 @132994  Hey, i have lost my probably new one plus five , what do you suggest me to do??"
522502,Sat Dec 02 04:03:03 +0000 2017,@115850 #Pantry is here already ! Love your service ! But y taking charges from Prime members man ! https://t.co/4KB0FNTdOn
360641,Sun Oct 08 16:58:17 +0000 2017,"@115850 i 'm not able to contact amazon customer serv. for past 2 months. Every time i call ,after few menus cal gets disconnected.Sort it"
545809,Sat Dec 02 17:24:40 +0000 2017,"@AmazonHelp I am disputing the charges and will have them reversed.  When @115817 has a massive delivery failure, Amazon needs to stop spouting useless policies and start responding to customers."
230918,Thu Oct 05 08:55:41 +0000 2017,"@115850  Pickup ID:663753191240,not done yet, what kind of service u are having,kindly arrange my pick up soon. iam fed up now."
512352,Fri Dec 01 23:46:38 +0000 2017,@AmazonHelp Amazon shipping tracking ID: H68001171183
254570,Fri Sep 29 16:25:29 +0000 2017,"@AmazonHelp Doesn’t state, only says 3rd party and nothing else, can’t track item"
299610,Sat Oct 07 01:56:05 +0000 2017,@AmazonHelp Order placed for the same day delivery but now it shows for the Monday. I always prefer Amazon to purchase but this time i feel cheated.
318813,Sat Oct 07 08:26:25 +0000 2017,@115850 ORDER # 404-1457179-8395559 Its showing issued refund but I have not received the credit yet ..
231542,Thu Oct 05 09:27:15 +0000 2017,Why this much variation in prize @115850 @12151 @12152 https://t.co/7iVJSKIUrI
448700,Thu Nov 30 20:49:53 +0000 2017,@AmazonHelp Hoping they deliver tomorrow. I’m moving and need these cables! Otherwise I’ll have to buy somewhere else and then return these to you.
