tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1914,comcastcares,False,Tue Oct 31 22:29:43 +0000 2017,"@116141 Hi, I'll be happy to check on the status of your internet services. Please send a DM with your full name, address,",,1913.0
3039,comcastcares,False,Tue Oct 31 22:56:51 +0000 2017,@116403 I can definitely look into this for you. Please DM me your full address and phone number so I can better assist. –SLM,,3040.0
3041,comcastcares,False,Tue Oct 31 22:55:33 +0000 2017,@116404 Hello. Just checking in to see if you are still experiencing DVR issues. -GO,,3042.0
3044,comcastcares,False,Tue Oct 31 22:54:17 +0000 2017,"@116405 Hello, thanks for reaching out about your billing concerns and I'd be happy to help! Can you DM the full address? ~AT",,3045.0
3046,comcastcares,False,Tue Oct 31 22:53:51 +0000 2017,"@116406 Hi, Derrick! Just checking in to see if you are still experiencing XFINITY Internet service issues. -GO",,3047.0
3061,comcastcares,False,Tue Oct 31 22:53:05 +0000 2017,@116408 Glad to hear everything is back up and running! If you ever need anything else you know where to find us! - Matt,,3062.0
3063,comcastcares,False,Tue Oct 31 19:55:54 +0000 2017,"@116408 Hey Krystal, I can look into your account.  Can you DM me your account info please? - Matt",3062,3064.0
3065,comcastcares,False,Tue Oct 31 22:52:08 +0000 2017,@116409 Sorry about the service issues.  Please send us a DM with your account info so I can help.--JV,"3066,3067",3068.0
3069,comcastcares,False,Tue Oct 31 23:02:41 +0000 2017,@116409 I can help with any area wide issues.  Please send us a DM so I can look into this for you.--JV,,3066.0
3070,comcastcares,False,Tue Oct 31 22:51:18 +0000 2017,@116410 Thank you for reaching out.  I will forward this feedback for you.--JV,3071,3072.0
3073,comcastcares,False,Tue Oct 31 22:51:13 +0000 2017,"@116412 Yes, please send us a direct message for assistance.-YE",,3074.0
3075,comcastcares,False,Tue Oct 31 22:49:55 +0000 2017,"@116413 Hello, there should be a link at the bottom of the emails. Please DM and we can discuss further. Thank you. ~RD",,3076.0
3078,comcastcares,False,Tue Oct 31 22:46:41 +0000 2017,"@116414 Ok, once you navigate to the Settings, Preferences, then General make sure the setting ""Auto-Tune to HD Channels"" is on.-RM",3079,3080.0
3081,comcastcares,False,Tue Oct 31 23:21:22 +0000 2017,@116414 My pleasure. Is there anything else I can help you with?-RM,3082,3079.0
3083,comcastcares,False,Tue Oct 31 23:33:31 +0000 2017,@116414 Awesome. Thank you for being the best part of Comcast! We are here 24/7 to assist you with any issues you may have. Have a good evening.-RM,,3082.0
3084,comcastcares,False,Tue Oct 31 21:50:19 +0000 2017,"@116414 To navigate to settings, click XFINITY on the remote, then scroll over to Settings (the icon looks like a gear). -EW",3080,3085.0
3086,comcastcares,False,Tue Oct 31 20:45:21 +0000 2017,"@116414 Hi, Janette. Can you check to make sure your Autotune to HD setting is on? You can find it under Settings&gt; Preferences&gt; General. - NS",3085,3087.0
3662,comcastcares,False,Sun Nov 26 00:27:21 +0000 2017,@116591 I do see they are working on the area. Once the service is back up we can continue to troubleshoot the continuing issues you were having. -KB,3663,3664.0
3665,comcastcares,False,Sun Nov 26 00:35:38 +0000 2017,"@116591 I completely understand, at this point, I'm unable to troubleshoot further since we don't have the connection to try. I hope they're able to resolve the full issue while they work on it this time. -KB",3666,3663.0
3667,comcastcares,False,Sun Nov 26 00:39:15 +0000 2017,@116591 Absolutely! -KB,,3666.0
3668,comcastcares,False,Sun Nov 26 00:17:14 +0000 2017,"@116591 Ah, I see. Well, we would need to wait until the interruption is over so we can test the connection. -KB",3664,3669.0
3671,comcastcares,False,Sun Nov 26 00:14:10 +0000 2017,@116591 Are you able to test using a wire? -KB,3670,3672.0
3673,comcastcares,False,Sun Nov 26 00:10:28 +0000 2017,@116591 We're still here to help. Can you try doing a test wired in? -KB,3672,3674.0
3687,comcastcares,False,Sun Nov 26 00:22:31 +0000 2017,"@116599 I just wanted to be sure you didn't need any help. But I am very happy to hear you enjoyed yourself at our event, please do not hesitate to reach out if you need any help. -GR",3688,3689.0
3690,comcastcares,False,Sun Nov 26 00:35:18 +0000 2017,@116599 Anytime. -GR,,3688.0
3691,comcastcares,False,Sat Nov 25 23:46:27 +0000 2017,@116599 Please let us know if you need any help or have any questions. -GR,3689,3692.0
3693,comcastcares,False,Sun Nov 26 00:10:42 +0000 2017,@116600 I will be happy to look into your service issues. Please DM me your account info so I can help. -GR,,3694.0
3695,comcastcares,False,Sun Nov 26 00:10:31 +0000 2017,"@116601 I apologize that you think that. If you happen to need assistance with your Internet, please do not hesitate to DM us your account information. We are here to help. -DG",,3696.0
3697,comcastcares,False,Sat Nov 25 18:09:40 +0000 2017,"@116601 I apologize you are experiencing some speed issues. Could you please DM your full first/last name, full service address (Including the city, state, and zip code), and the phone number listed on the account? -DG",3696,3698.0
3699,comcastcares,False,Sun Nov 26 00:10:19 +0000 2017,"@116603 I understand your frustration; however, this is an issue with the licensing agreement restriction between the network, the league and us. I am sorry for the inconvenience this has brought you.-RM",3700,3701.0
3702,comcastcares,False,Sun Nov 26 01:25:15 +0000 2017,@116603 I completely understand how this is frustrating and I want to make this right for you. I can provide a $10.00 credit for the inconvenience for you not being able to view the game.-RM,,3700.0
3703,comcastcares,False,Sat Nov 25 19:06:23 +0000 2017,@116603 I agree in the end you should have gotten to watch it live. If it were up to us we would definitely be able to do just that. There are things that are beyond our control when it comes to contract negotiations licensing agreement &amp; restrictions. -AMD,3701,3704.0
3704,comcastcares,False,Sat Nov 25 04:41:10 +0000 2017,"@116603 Thanks for reaching out to us with your concern about the game. This is likely due to licensing agreement restrictions between us, the network and the league. We apologize for any inconvenience. -Ken","3705,3703",3706.0
3707,comcastcares,False,Sun Nov 26 00:07:38 +0000 2017,@116604 I can help you. Can you DM me your address and phone number please? -AG,,3708.0
4036,comcastcares,False,Tue Oct 31 23:14:03 +0000 2017,"@116673 Shadi, I can help with the box trouble. To get started, please DM your phone or account number and full address.-CP",,4037.0
4038,comcastcares,False,Tue Oct 31 23:13:00 +0000 2017,@116674 Can you send us a DM when you have a moment? -LT,4039,4040.0
4041,comcastcares,False,Tue Oct 31 23:12:58 +0000 2017,@116674 Thank you for bringing this to our attention regarding the On Demand issues you've experienced. I am here to help.,,4040.0
4042,comcastcares,False,Tue Oct 31 23:10:39 +0000 2017,"@116675 Aww, Happy Hallow's Eve! 

Or Halloween, whichever you prefer :). -BG",,4043.0
4044,comcastcares,False,Tue Oct 31 23:05:23 +0000 2017,"@116675 Understood and I'm glad to hear you have a service visit. 

We're here 24/7 and are happy to help whenever you're ready. -BG",4043,4045.0
4046,comcastcares,False,Tue Oct 31 22:47:54 +0000 2017,"@116675 Hi Gina. I can help turn those troubles around. Send me a DM with your full name, service address and phone number on the account. -BG","4045,4047",4048.0
4049,comcastcares,False,Tue Oct 31 23:08:25 +0000 2017,"@116676 Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules",,4050.0
4053,comcastcares,False,Tue Oct 31 23:07:42 +0000 2017,@116677 I'd like to ask are you able to send over a DM so I can look into this further? -DSC,,4054.0
4055,comcastcares,False,Tue Oct 31 23:02:04 +0000 2017,@116678 Can you please DM us your account info so we can assist with any connectivity issues? -FRL,,4056.0
4057,comcastcares,False,Tue Oct 31 23:01:41 +0000 2017,@116679 I'd be happy to assist you with any issues you’re having with your internet service. Please shoot us a DM so that we can help. -IB,,4058.0
4059,comcastcares,False,Tue Oct 31 23:00:55 +0000 2017,@116680 Sorry about the trouble setting up new service.  Please send us a DM so I can assist.--JV,,4060.0
4061,comcastcares,False,Tue Oct 31 23:00:40 +0000 2017,"@116681 Hello, thanks for reaching out about your concerns and I'm happy to help. Can you DM the full address? ~AT",,4062.0
5095,comcastcares,False,Tue Oct 31 23:28:51 +0000 2017,@116906 Please erase your last tweet as it was sent publicly.  We can continue this conversation via DM.--JV,,5096.0
5097,comcastcares,False,Tue Oct 31 18:13:27 +0000 2017,@116906 I can help with any issues you're having. Would you please send us a DM with your account info?--JV,5096,5098.0
5107,comcastcares,False,Tue Oct 31 23:21:50 +0000 2017,"@116908 Hello. Please, DM me your full address so I can provide an update on your services for you. Thanks.-JC",,5108.0
5109,comcastcares,False,Tue Oct 31 23:21:40 +0000 2017,"@116909 Hi, I am sorry to hear about the internet issues. Can you please DM me your address or phone number so I can help? -SDL",,5110.0
5111,comcastcares,False,Tue Oct 31 23:21:22 +0000 2017,@116910 I can look into your service issues. Please DM me your account info and I will be happy to help. -GR,,5112.0
5113,comcastcares,False,Tue Oct 31 23:18:49 +0000 2017,@116911 Hello! Just checking in to see if you still want to cancel XFINITY services. -GO,,5114.0
5332,comcastcares,False,Tue Oct 31 23:18:17 +0000 2017,"@116937 Hello, let me do some research on the account to see what is causing this problem. Please DM for assistance, thank you. -DP",,5333.0
7055,comcastcares,False,Tue Oct 31 23:40:06 +0000 2017,@117225 I am truly sorry for the troubles and inconvenience. Please DM your account details and I will look into this for you. ~RD,,7056.0
7057,comcastcares,False,Tue Oct 31 23:39:15 +0000 2017,@117226 I am glad you have reached out. We will work on fixing this. Please send us a DM with your account number. -YE,,7058.0
7059,comcastcares,False,Tue Oct 31 23:33:37 +0000 2017,"@117226 Hello Valentina, I am not happy to hear this. How can I help you? -YE",7058,7060.0
7061,comcastcares,False,Tue Oct 31 23:36:17 +0000 2017,"@117227 Hello. I can provide updates on the service interruption. Please send a DM with your full name, address and phone number. -GM",,7062.0
7065,comcastcares,False,Tue Oct 31 23:36:14 +0000 2017,"@117228 Hi, I'm glad to hear you switched to Xfinity! Let me know if you need any assistance! - MH",7066,7067.0
7068,comcastcares,False,Wed Nov 01 01:25:34 +0000 2017,@117228 Have a great night! -LO,,7066.0
7069,comcastcares,False,Tue Oct 31 23:35:28 +0000 2017,"@117229 Hello, Ron! Just checking in to see if you are still experiencing XFINITY HD service issues. -GO",,7070.0
7072,comcastcares,False,Tue Oct 31 23:34:22 +0000 2017,"@117231 Hello, Jared! Just checking in to see if you are still experiencing XFINITY Internet services issues. -GO",,7073.0
7077,comcastcares,False,Tue Oct 31 23:33:14 +0000 2017,"@117232 Good evening, how can I help you? -YE",7078,7079.0
7080,comcastcares,False,Wed Nov 01 00:04:33 +0000 2017,@117232 I am sorry to hear that. If there is anything else you need in the future please feel free to reach out to us here.-YE,,7078.0
7152,comcastcares,False,Tue Oct 31 23:32:07 +0000 2017,@117233 Are you having a billing or service issue that I can assist you with today? -VG,,7153.0
7155,comcastcares,False,Tue Oct 31 23:30:37 +0000 2017,"@117234 Hi, I can definitely look into what's going on! Can you send us a DM with your service address? -MT",,7156.0
7157,comcastcares,False,Sat Oct 28 20:31:58 +0000 2017,"@117234 I'm not sure what you mean, but I'll be happy to look into it. Would you please DM the full service address and phone number? -JN",7156,7158.0
7159,comcastcares,False,Sat Oct 28 06:56:06 +0000 2017,"@117234 Hello, I apologize if this was sent in error. Can you please DM us and we can take a look at what was sent? -EG",7158,7160.0
8008,comcastcares,False,Thu Nov 02 16:44:38 +0000 2017,"@117386 Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW",,8009.0
8011,comcastcares,False,Thu Nov 02 16:43:06 +0000 2017,"@117387 Great, please reach out to us if you have any questions or concerns in the future. –Jules",,8012.0
8013,comcastcares,False,Thu Nov 02 16:12:06 +0000 2017,"@117387 Hello, I would like to help. Are you still experiencing issues? -Jules",8012,8014.0
8016,comcastcares,False,Thu Nov 02 16:42:26 +0000 2017,"@117388 Hello, Tom, I apologize for the delayed reply. Are you still having issues with your services at this time? -JW",8017,8018.0
8019,comcastcares,False,Thu Nov 02 16:45:51 +0000 2017,@117388 I am glad to hear that. Is there anything that I might assist you with at this time? -JW,,8017.0
8020,comcastcares,False,Thu Nov 02 16:41:54 +0000 2017,"@117389 Hello, Mike, I apologize for the delayed reply. Are you still having issues with your cable at this time? -JW",,8021.0
8024,comcastcares,False,Thu Nov 02 16:41:25 +0000 2017,"@117391 Hi, I'm sorry for the trouble with your recordings. Can you DM the name, address, and phone number on the account?-Sean",,8025.0
8027,comcastcares,False,Thu Nov 02 16:41:22 +0000 2017,"@117392 Hello, Chris, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW",,8028.0
8030,comcastcares,False,Thu Nov 02 16:40:41 +0000 2017,@117393 Hello I can please send me your phone number and the primary name on the account? -Will,,8031.0
8032,comcastcares,False,Thu Nov 02 16:40:07 +0000 2017,@117394 Hello. I am happy to assist you with any issue you are having with your service.DM me your address so I can help. Thanks.-JC,,8033.0
8034,comcastcares,False,Thu Nov 02 16:39:58 +0000 2017,"@117395 Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW",8035,8036.0
8038,comcastcares,False,Thu Nov 02 17:46:13 +0000 2017,@117395 I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW,,8035.0
8042,comcastcares,False,Thu Nov 02 16:39:27 +0000 2017,@117396 Please provide by DM the full address and account number and name associated with your account. Thanks. - QS,,8043.0
8044,comcastcares,False,Thu Nov 02 16:39:21 +0000 2017,@117396 Thank you for reaching out to us about adding another movie channel . I can look into that for you .,,8043.0
8045,comcastcares,False,Thu Nov 02 16:38:54 +0000 2017,@117397 Hello. Please DM me your address so I can provide an update on your services for you. Thanks.-JC,,8046.0
8047,comcastcares,False,Thu Nov 02 16:38:40 +0000 2017,"@117398 Hello, Phil, I apologize for the delayed reply. Are you still having issues with your cable at this time? -JW",,8048.0
8049,comcastcares,False,Thu Nov 02 16:38:30 +0000 2017,@117399 Please provide by DM the full address and account number and name associated with your account. Thanks. - QS,,8050.0
8051,comcastcares,False,Thu Nov 02 16:38:26 +0000 2017,@117399 Thank you for reaching out to us about your service issue. I can look into this .,,8050.0
