tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2768,Tesco,False,Tue Oct 31 22:53:38 +0000 2017,@116366 Could I also ask you to forward some details so we may log it on our system? 2/4,,2767.0
2772,Tesco,False,Tue Oct 31 22:52:39 +0000 2017,"@116367 Hi Kate, just before I call the store can you please let me know if you spoke with anyone in store about this? Thanks - Mark",2773,2774.0
2775,Tesco,False,Wed Nov 01 11:19:17 +0000 2017,@116367 We are just waiting on a delivery to restock the freezer and this will be resolved for you. Lawrence 2/2,,2773.0
2776,Tesco,False,Wed Nov 01 11:19:14 +0000 2017,"@116367 Hi Kate, really sorry about the inconvenience cause by this, I spoke to store and they have told me they had a fault with the freezer. 1/2",,2773.0
2777,Tesco,False,Tue Oct 31 20:25:01 +0000 2017,@116367 Please can let me know the date/time you visited the store. TY - Jayne 2/2,"2778,2774",2779.0
2781,Tesco,False,Tue Oct 31 22:52:36 +0000 2017,"@116368 Also, can you include the SC code (SC12345) and the store you purchased these from? Kind regards - Kirsten 3/3",,2782.0
2752,Tesco,False,Tue Oct 31 22:50:43 +0000 2017,"@116363 Your full name, address, barcode, price paid, date code, store visited and clear copy of your receipt? 3/4",,2751.0
2753,Tesco,False,Tue Oct 31 22:50:37 +0000 2017,@116363 I would like to issue a refund for you and pass your comments to our supplier. Can you DM some information? 2/4,,2751.0
2785,Tesco,False,Tue Oct 31 22:46:01 +0000 2017,@116370 Where all allergens need to be highlighted in bold in our ingredients list. Thanks - Callum 2/2,,2786.0
2787,Tesco,False,Tue Oct 31 22:45:58 +0000 2017,"@116370 Hi Jordan, I'm sorry that you feel this way about our products. But we do follow EU regulations with all our products. 1/2",,2786.0
3822,Tesco,False,Tue Oct 31 23:11:57 +0000 2017,@116643 Can I please ask what else you would like to query and I will do my best to help from here? Thanks - Craig 3/3,,3823.0
3824,Tesco,False,Tue Oct 31 23:11:54 +0000 2017,@116643 I'm also sorry that you have been on hold for a while now. The lines are very busy tonight. 2/3,,3823.0
3825,Tesco,False,Tue Oct 31 23:11:52 +0000 2017,"@116643 Hi Louise, I'm very sorry that your delivery is delayed although I am glad that you have been notified with a heads-up 1/3",,3823.0
3826,Tesco,False,Tue Oct 31 23:00:29 +0000 2017,@116644 Finally I'll need the bottom most row of digits on your receipt. - Nick 3/3,,3827.0
4354,Tesco,False,Wed Nov 01 03:28:56 +0000 2017,"@116721 Sorry, did you receive your order or manage to speak with anybody? - Ceri",4355,4356.0
4357,Tesco,False,Wed Nov 01 11:13:07 +0000 2017,"@116721 Hi, can you DM me with your account name, address, telephone number and email? Ty Andrew",,4355.0
4432,Tesco,False,Wed Nov 01 03:28:48 +0000 2017,@116747 I'm pleased to hear you received it on time. If there is anything else that you need help with please let us know. - Ceri,,4433.0
4434,Tesco,False,Tue Oct 31 20:25:39 +0000 2017,"@116747 Hi Robyn, sorry for the delay in getting back to you. Can you please confirm if the delivery was made successfully? Thanks - Craig",4433,4435.0
4928,Tesco,False,Tue Oct 31 23:24:18 +0000 2017,"@116870 Also, can you let me know what time this was around so I can question this? Kind regards - Kirsten 2/2",4929,4930.0
4932,Tesco,False,Tue Oct 31 23:24:17 +0000 2017,"@116870 Hi Rob, Oh my! I can see why this has bothered you. Can you please provide a name or description of the colleagues 1/2",4933,4930.0
4934,Tesco,False,Tue Oct 31 23:23:57 +0000 2017,"@116871 Hi There, I am so sorry to learn about this. If possible would you be able to DM us and elaborate on this issue? TY - Callum",,4935.0
4937,Tesco,False,Tue Oct 31 23:23:10 +0000 2017,"@116872 Hi Shannon, sorry to hear this, I understand how frustrating this must be. I'd like to look in to this further for you 1/2",,4938.0
4942,Tesco,False,Tue Oct 31 23:22:39 +0000 2017,"@116873 Hi Raymond, I'm unsure why this change has been applied but I'd be happy to query this for you if you'd like? 1/2",,4943.0
4959,Tesco,False,Tue Oct 31 23:17:18 +0000 2017,"@116878 Hi there, I am pleased to say that yes the store will be doing a midnight release as it is a 24 hour store. Thanks - Callum",4960,4961.0
4962,Tesco,False,Wed Nov 01 04:16:45 +0000 2017,@116878 It will generally be made available for purchase. It's first come first serve. - Mart,,4960.0
4963,Tesco,False,Tue Oct 31 23:17:08 +0000 2017,@116879 Could you DM me a description of the colleague you spoke with as well as a time you were in the store? Thanks - Peter 2/2,4964,4965.0
4966,Tesco,False,Wed Nov 01 03:03:25 +0000 2017,@116879 I have responded to your DM Kirsty. TY - Jayne,,4964.0
4984,Tesco,False,Tue Oct 31 23:14:45 +0000 2017,"@116881 Hey there, I see exactly what you mean, there is certainly nothing welcoming about that. 1/2",,4985.0
6992,Tesco,False,Tue Oct 31 23:39:30 +0000 2017,"@117207 Hi Hannah, I can see it's working on my end. Can you clear your cache and cookies and see if that helps? Kind regards - Rhys",,6993.0
6994,Tesco,False,Tue Oct 31 23:37:01 +0000 2017,"@117208 I require your full name, address and email. I can log your feedback. TY - Chris 2/2",,6995.0
7337,Tesco,False,Fri Nov 10 16:32:20 +0000 2017,@117242 @marksandspencer @117246 @117241 @sainsburys @117248 @AldiUK @117249 @Morrisons @117250 @117251  https://t.co/EUeYF5Ittd,7336,7338.0
7346,Tesco,False,Fri Nov 10 15:36:18 +0000 2017,@117242 @marksandspencer @117246 @117241 @sainsburys @117248 @AldiUK @117249 @Morrisons @117250 @117251 I doubt @117249 will... https://t.co/A4RR3PqLHC,"7347,7348,7349,7350,7341",7351.0
7377,Tesco,False,Fri Nov 10 11:23:49 +0000 2017,@117246 @117242 @117241 @marksandspencer @sainsburys @117248 @AldiUK @117249 @Morrisons @117250 @117251  https://t.co/Rcxi4QEdhJ,"7378,7374",7379.0
7413,Tesco,False,Wed Nov 08 17:26:48 +0000 2017,@117242 @sainsburys @117248 @marksandspencer @AldiUK @117260 @117249 @117246 @Morrisons @117250 @117251 Count us in Mark... https://t.co/Cafcy9ztc4,"7414,7415,7416,7411,7417",7418.0
8480,Tesco,False,Sat Nov 18 19:22:34 +0000 2017,"@117490 Hi Louise, our Every Day Value long grain rice isn't easy cook (https://t.co/ib2FCU8EyW). If you DM me your postcode I'll check that it's available in stores near you. Thanks - Dafydd",8481,8482.0
8483,Tesco,False,Sat Nov 18 22:31:37 +0000 2017,"@117490 I'm sorry to hear we have no easy cook long grain rice Louise. I would like to register your comments for you, can you DM your full name and address? TY - Jayne",8484,8481.0
8485,Tesco,False,Sun Nov 19 03:48:02 +0000 2017,@117490 Have you spoken to any of my in store colleagues regarding the availability of long grain non easy cook rice? Kindest regards- Hannah. 2/2,,8484.0
8486,Tesco,False,Sun Nov 19 03:47:58 +0000 2017,"@117490 Hi Louise, I can see that we have this rice in stock in the Greenock Extra store: https://t.co/Lyh4LBJpMI however, there are no planed deliveries and it only seems the easy cook that we have stock of. 1/2",,8484.0
10562,Tesco,False,Wed Nov 22 12:21:26 +0000 2017,"@117923 That's great to know Mags, we're really pleased 😁 Have you had many people ask about it when you offer them a biscuit? 😋",10563,10564.0
10565,Tesco,False,Wed Nov 22 14:11:38 +0000 2017,@117923 Ah we see...it's part of the over all decorations! Makes sense really 😄 Feel free to tweet us some snaps of it in use 📸,,10563.0
10566,Tesco,False,Mon Nov 20 15:44:54 +0000 2017,"Some like biscuits from a tin, others prefer them from a musical snow globe. https://t.co/Tug9hKbVmo

However you do Christmas, Everyone’s Welcome at Tesco. #EveryonesWelcome https://t.co/4TFsMVHZhe","10564,10567,10568",
11688,Tesco,False,Wed Nov 01 01:09:18 +0000 2017,"@118261 Hi Laura, was you looking to order in store or online? TY - Chris","11689,11690",11691.0
11692,Tesco,False,Wed Nov 01 17:49:40 +0000 2017,@118261 Hi Laura. Thank you for contacting us. What store were you looking to purchase your turkey? Many thanks - Amanda,11693,11689.0
11694,Tesco,False,Wed Nov 01 19:35:48 +0000 2017,"@118261 Hi Laura, sorry to be a pain, which turkey would you prefer from the magazine? Then we can look further into this :)Ty, Andy",11695,11693.0
11696,Tesco,False,Tue Oct 31 14:31:26 +0000 2017,"@118261 Hi Laura, we have a wide variety of sizes in store and online from sizes serving 3-4 people to 15-16 people.Hope this helps. Ty-Brian",11691,11697.0
12036,Tesco,False,Wed Nov 01 01:20:42 +0000 2017,"@118372 Can you advise the sets you were looking for? Also the store, date and time of your visit? TY - Jayne 2/2","12037,12038",12039.0
12040,Tesco,False,Wed Nov 01 22:41:27 +0000 2017,@118372 I'm really sorry you weren't able to purchase these sets during our recent 3 for 2 toy sale. Best wishes. Mike 2/2,,12038.0
12041,Tesco,False,Wed Nov 01 22:41:26 +0000 2017,"@118372 Hi Kelvin, unfortunately our promotions are subject to availability and LEGO tends to be incredibly popular during these promotions 1/2","12042,12043",12038.0
12044,Tesco,False,Thu Nov 02 10:43:49 +0000 2017,@118372 As my previous colleague advised this is subject to availability and I’m really sorry for any disappointment caused. TY - Eilish 2/2,,12042.0
12045,Tesco,False,Thu Nov 02 10:43:48 +0000 2017,"@118372 Hello Kelvin, I am really sorry it looks like we have only been able to locate more stock of this item after the promotion has ended. 1/2","12046,12047",12042.0
12049,Tesco,False,Thu Nov 02 21:35:21 +0000 2017,@118372 Sorry again that it wasn't in time for the 3 for 2 Toy sale. - Aaron 2/2,,12048.0
12050,Tesco,False,Thu Nov 02 21:35:18 +0000 2017,@118372 Hi Kevin. By 'locate' my colleague just meant that our buyers were able to purchase more stock of these products. 1/2,,12048.0
12052,Tesco,False,Wed Nov 01 01:20:41 +0000 2017,@118372 I'm sorry to hear there was no availability of the Lego sets you wanted Kevin. I would like to look into this further for you. 1/2,,12039.0
12053,Tesco,False,Wed Nov 01 01:20:14 +0000 2017,"@118376 I require your full name, address and email. I can get them refunded for you. TY - Chris 2/2",,12054.0
12055,Tesco,False,Wed Nov 01 01:18:30 +0000 2017,"@118376 Hi Jill,I am sorry your peaches are mouldy and I appreciate it must be very annoying for you. Can you please DM some info? 1/2",,12054.0
12631,Tesco,False,Wed Nov 01 01:35:14 +0000 2017,"@118530 That's ok Rachel, I will still be happy to issue a refund for you if you could provide the rest of the information? TY - Jayne",,12632.0
12633,Tesco,False,Thu Oct 26 09:07:50 +0000 2017,"@118530 Lastly, are you happy for me to pass your details on to our supplier in case they wish to contact you?

TY - Brian

3/3",12632,12634.0
12638,Tesco,False,Wed Nov 01 01:31:09 +0000 2017,"@118531 Hi Kaz, I have replied to your DM. TY - Chris",,12639.0
12640,Tesco,False,Tue Oct 31 15:16:25 +0000 2017,"@118531 That is 100% not right Kaz, if you DM me the full name, address &amp; email address on the account I will have it refunded for you :) TY - Mike","12639,12641",12642.0
13236,Tesco,False,Wed Nov 01 01:49:20 +0000 2017,@118731 Can you please let me know the time and address of where this happened? I can ensure it is addressed. TY - Chris 2/2,13237,13238.0
13239,Tesco,False,Wed Nov 01 11:05:17 +0000 2017,@118731 Please could you provide us with the details my colleague previously requested for? This will help with the investigations. - Terri 2/2,,13237.0
13240,Tesco,False,Wed Nov 01 11:04:42 +0000 2017,"@118731 Hi there, thank you again for bringing this to our attention, I've located the store where this van was distributed from. 1/2",,13237.0
13604,Tesco,False,Wed Nov 01 02:10:10 +0000 2017,"@118842 I require your full name, address and email. What time did you receive the order after? TY - Chris 2/2",,13605.0
14357,Tesco,False,Wed Nov 01 02:43:51 +0000 2017,@119066 Once I have those details I'll be able to look in to this for you and see what I can do to help. TY - Paul 2/2,,14358.0
14360,Tesco,False,Wed Nov 01 02:42:19 +0000 2017,"@119067 Oh no, sorry Mia. Please can you DM your full name, address, email address and order number? - Ceri",,14361.0
14359,Tesco,False,Wed Nov 01 02:42:01 +0000 2017,"@119066 Hi there, I'm sorry our site won't let you update your details. Can you please DM me your full name, address and email? 1/2",,14358.0
