example_id,customer_message,actual_intent,predicted_intent,correct
54,@AmazonHelp There is no mail which I got from you today,OTHER,PACKAGE_NOT_RECEIVED,False
55,"@AmazonHelp jedes mal....
und auch nächstes mal 

Der Bote will einfach nicht 

wohne ja auch oberhalb der 10 Etage 

da hat er bestimmt Höhenangst....",DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
56,@AmazonHelp Yes it’s enabled,ACCOUNT,ACCOUNT,True
57,@AmazonHelp Livraison estimé le 16 oct,DELIVERY_TRACKING,DELIVERY_TRACKING,True
58,@AmazonHelp Continuosly getting same revert its more than a 1.5 month when i get my money back u told me on 8th of last mnth returning in 2-4 hours https://t.co/fD7GCOLmti,REFUND,REFUND,True
59,"@AmazonHelp Normalement aujourd'hui, normalement.... mais je prends ce colis en exemple, Colisprive n'est pas un bon livreur, très souvent en retard",DELIVERY_DELAY,DELIVERY_DELAY,True
60,@AmazonHelp they tried to deliver today but thats the same problem I had for two weeks that they only try to redeliver instead of bringing it to a post office or whatever because I'm not home before 5,DELIVERY_INSTRUCTIONS,DELIVERY_INSTRUCTIONS,True
61,@AmazonHelp Thanks. I hv reported and discussed with CC exec. He promised me to resolve issue in next 2 hrs. Let’s see,CUSTOMER_SERVICE,RESOLUTION_CONFIRMATION,False
62,"@AmazonHelp Can't u access through order I'd ....??
Just looping around same point .
#lostfaith @115851",ACCOUNT,ACCOUNT,True
63,@AmazonHelp Courier is going to be contacted and I've been told to allow 24 hours for a response which I will do because this is a christmas gift that cost a lot of money so I just want to know where it is!,PACKAGE_NOT_RECEIVED,DELIVERY_TRACKING,False
64,"@AmazonHelp that's just it, I can't get a tracking number from your website.",DELIVERY_TRACKING,DELIVERY_TRACKING,True
65,"@AmazonHelp Je l'ai signalé au service client de twitch ici https://t.co/hdO6UWZn1X.
Dois-je le signaler également au votre ?",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
66,"@AmazonHelp It never was given, not that I remember. I pre-ordered them, so I expected them to arrive closer to the release dates. But now it's been weeks since their release and still no dispatch.",ORDER_DISPATCH,DELIVERY_TRACKING,False
67,@AmazonHelp ah. C’est embarrassant! Et que se passe-t-il si le livreur débarque &amp; qu’il n’y a personne pr réceptionner ? (Je serai au ministère à Bercy),DELIVERY_INSTRUCTIONS,DELIVERY_INSTRUCTIONS,True
68,"@AmazonHelp Not sure which carrier it is, but last time I ordered a Christmas present a couple of years ago, (a kindle fire) my account got hacked and my wife was left with a kindle she couldn’t use, after I had to get yet another replacement.",ACCOUNT,ACCOUNT,True
69,"@AmazonHelp It wasn’t explained to me , 2-3 different reasons are being given to me.",OTHER,CUSTOMER_SERVICE,False
70,@AmazonHelp But why aren't phones working?,DEVICE,DEVICE,True
71,"@AmazonHelp I've contacted you guys about it multiple times this year. Roughly 10-12 times this year, I've been on the phone with you guys for this, and it keeps happening. Why am I paying $100 for prime 2 day shipping, if it's only actually shipped 2 days occasionally. It's infuriating.",DELIVERY_PROBLEM,CUSTOMER_SERVICE,False
72,@AmazonHelp NEIN! 👎🏻,INSUFFICIENT_CONTEXT,FEEDBACK,False
73,@AmazonHelp Yes. Nothing helped. Next plz,PACKAGE_NOT_RECEIVED,CUSTOMER_SERVICE,False
74,@AmazonHelp Es geht aber um Melia Pro Rewards?,INSUFFICIENT_CONTEXT,CUSTOMER_SERVICE,False
75,"@AmazonHelp L'écran ne se déverrouille pas lorsque que je le touche, du coup, je ne peux pas accéder à mon colis.",DEVICE,DEVICE,True
76,@AmazonHelp Kindly share contact no as the website is not helping to relate my issue,CUSTOMER_SERVICE,ACCOUNT,False
77,"@AmazonHelp Nenhuma... comprei em pré-venda e no e-mail de confirmação fala que eu receberia uma nova mensagem com a data de esntrega, mas não recebi 😢",DELIVERY_TRACKING,DELIVERY_TRACKING,True
78,@AmazonHelp 7 de noviembre,DELIVERY_TRACKING,INSUFFICIENT_CONTEXT,False
79,@AmazonHelp *n'ai rien dit la a force ..... j'en ai marre de payer pour rien 😔,PAYMENT,PAYMENT,True
80,@AmazonHelp Hi there! Yes raised it as delivery feedback  with each delivery and not had anything backand yes my safe place is at the back of the house which is accessible. Quite disappointing as if it then goes missing who take responsibility?,DELIVERY_INSTRUCTIONS,DELIVERY_INSTRUCTIONS,True
81,@AmazonHelp @115821 Well I left bad feedback and amazon Rep called me 6 times in 4 minutes after 3AM including one call after I said I was sleeping,CUSTOMER_SERVICE,FEEDBACK,False
82,@AmazonHelp Already talk to CS GUY he hang up on me,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
83,@AmazonHelp It was marked as delivered at 12.27 yesterday afternoon.I have phoned your customer service twice and I'm always told the same thing.That it's been marked as delivered and they will investigate.But this is happening time and time again.,PACKAGE_NOT_RECEIVED,PACKAGE_NOT_RECEIVED,True
84,"@AmazonHelp No, no other options were offered, both members of staff were very unhelpful",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
85,@AmazonHelp Carrier as it was dispatched yesterday. https://t.co/B6iSP0gad2,DELIVERY_DELAY,DELIVERY_TRACKING,False
86,@AmazonHelp I can’t see anywhere on the order where it allows me 2 make a claim! There’s nothing in there about claiming at all!,OTHER,REFUND,False
87,"@AmazonHelp By Amazon, says it is in Wigan at a parcel depot and there is a problem but it should have bn here on Oct 3rd",DELIVERY_DELAY,DELIVERY_DELAY,True
88,"@AmazonHelp Je vais faire ça, merci",RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
89,@AmazonHelp Nothing helpful - this needs escalating to your security team now.,ACCOUNT,ACCOUNT,True
90,@AmazonHelp @115821 how long do you think it will take?,CUSTOMER_SERVICE,DELIVERY_TRACKING,False
91,@AmazonHelp Is it coming today as per promise? Today is last estimated date.,DELIVERY_TRACKING,DELIVERY_TRACKING,True
92,@AmazonHelp No,INSUFFICIENT_CONTEXT,INSUFFICIENT_CONTEXT,True
93,"@AmazonHelp No no, I mean is there a way I can add stuff to my girlfriend's account without being on her account.",ACCOUNT,ACCOUNT,True
94,@AmazonHelp Kindly tell me how 2400 pupkart MRP become 4600 rs on your site,OTHER,PRODUCT_INFORMATION,False
95,@AmazonHelp .uk,INSUFFICIENT_CONTEXT,CUSTOMER_SERVICE,False
96,@AmazonHelp It doesn’t state a courier.. https://t.co/Qq79zAQlqY,DELIVERY_TRACKING,DELIVERY_TRACKING,True
97,@AmazonHelp No nothing at all,INSUFFICIENT_CONTEXT,INSUFFICIENT_CONTEXT,True
98,"@AmazonHelp No, but I will now. Thanks.",RESOLUTION_CONFIRMATION,CUSTOMER_SERVICE,False
99,"@AmazonHelp お忙しいなかご丁寧にありがとうございます。
かしこまりました。
当方は騙される事なく無事でしたが本日の件は家族に話をして、連絡しないように伝えておきます。",RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
100,@AmazonHelp 11 Nov 2017,DEVICE,INSUFFICIENT_CONTEXT,False
101,@AmazonHelp Yes - not once but many times. Not worth the $100/yr if you don’t honor! Had to have today. Now scheduled for Monday 5 day after ordering !,DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
102,@AmazonHelp Order number is 407-0590121-7161968,INSUFFICIENT_CONTEXT,CUSTOMER_SERVICE,False
103,@AmazonHelp Yesterday. Does that mean I will not be getting my camera because you guys are out of stock now?,ORDER_DISPATCH,PRODUCT_INFORMATION,False
104,"@AmazonHelp I've just given my phone No. For you guys to contact me , Anyways I have proceeded my order with Flipkart ...",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
105,@AmazonHelp It's saying Amazon carrier and it says they tried to deliver the package but they didn't because I have just checked with reception. Said they will try tomorrow but I need it today.,DELIVERY_DELAY,DELIVERY_PROBLEM,False
106,"@AmazonHelp As I mentioned, none of my colleagues have record of these purchases so I can't get that information. The credit card is in my name which will be on every order. Do you have any other solutions?",ACCOUNT,ACCOUNT,True
107,@AmazonHelp どうにかできました！ありがとうございました(๑･̑◡･̑๑),RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
108,"@AmazonHelp Ur delivery dept has rescheduled the delivery &amp; disgustingly mentioned ""as per customer request""
Its too poor practice Mr @115851",DELIVERY_PROBLEM,DELIVERY_INSTRUCTIONS,False
109,@AmazonHelp Essa é a parte difícil: escolher haha,CASUAL_ENGAGEMENT,CASUAL_ENGAGEMENT,True
110,@AmazonHelp ok..so should i contact customer care on a daily basis or wait till eternity to get this resolved.,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
111,@AmazonHelp You should definitely make it available people..like really,FEEDBACK,FEEDBACK,True
112,"@AmazonHelp So why do you have a twitter if it just asks us to email you? My order is unfulfilled, this is a complaint. Why must i email you?",ORDER_DISPATCH,CUSTOMER_SERVICE,False
113,@AmazonHelp I have a complaint against your seller then!,SELLER,SELLER,True
114,"@AmazonHelp I ordered some stuff,and it offered me prime shipping which I gladly accepted it.I check my bank statement today and they charge me almost $12.so I called and they say because I use the free one months ago,but when I was checking out it never told me I was ineligible for it",PAYMENT,PAYMENT,True
115,"@AmazonHelp え、、、アマゾンのカスタマーサービスさん⁇😅
ノリがいいなぁ。ひょっとして関西人とか⁉️",CASUAL_ENGAGEMENT,CASUAL_ENGAGEMENT,True
116,@AmazonHelp I was promised a replacement before tomorrow early morning.Bt I don't see any updates on that. https://t.co/fBwzdFFCGb,OTHER,CUSTOMER_SERVICE,False
117,@AmazonHelp I have to return only... No other option i have... Now you have to give me the same product in same price...,RETURN,RETURN,True
118,"@AmazonHelp form filled no reply yet
such an unstrustworthy service by amazon 3 days delayed from expected delivery date",DELIVERY_DELAY,DELIVERY_DELAY,True
119,@AmazonHelp no veo q nada raro.Es 1 envío dentro d la península.Al menos he conseguido guardar la dirección.A ver si la próxima vez lo logro,DELIVERY_INSTRUCTIONS,CASUAL_ENGAGEMENT,False
120,"@AmazonHelp Correct. I set the Sonos skill up with my speaker and my Spotify account, but it only plays out of the echo.",DEVICE,DEVICE,True
121,@AmazonHelp When?  In coming new year? Busy looting other innocent customers or what? @115851 @12934 @1840,CUSTOMER_SERVICE,CASUAL_ENGAGEMENT,False
122,@AmazonHelp I have to login to view the page.,WEBSITE_OR_APP,ACCOUNT,False
123,"@AmazonHelp I've already reached out three times, spoke with Amazon logistics, and was told there is nothing they can do other than redeliver tmrw",DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
124,@AmazonHelp November 7th. It’s said “Out for delivery” and “Arriving today by 8pm” every day since the 7th.,DELIVERY_PROBLEM,DELIVERY_TRACKING,False
125,"@AmazonHelp It says expected yesterday, another says already delivered. I have none of these items.",PACKAGE_NOT_RECEIVED,PACKAGE_NOT_RECEIVED,True
126,@AmazonHelp Then surely it should have been updated on my acc and not asked for a review.,FEEDBACK,FEEDBACK,True
127,"@AmazonHelp Link provided is for buyers, we are seller on Amazon.in",SELLER,SELLER,True
128,"@AmazonHelp ""Alexa, What's the weather like"" 
""Currently in Kozhikode, Kansas, it is..."" for fuck's sake, I live in Kozhikode but Kozhikode is NOT in Kansas. Is Alexa actually intelligent? You tell me @115850. She's your kid.",DEVICE,DEVICE,True
129,@AmazonHelp Is there a way to find out if my package has been lost? There hasn’t been an update on it since early Sunday.,PACKAGE_NOT_RECEIVED,PACKAGE_NOT_RECEIVED,True
130,"@AmazonHelp Guideline says I should not be directly or indirectly associated with product as in biased comment, which am satisfying. Then why not allow?",FEEDBACK,FEEDBACK,True
131,@AmazonHelp D'accord merci,RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
132,"@AmazonHelp It SAID same day, but then it said it would send me confirmation, and when I got the confirmation it said Nov 5th.",DELIVERY_TRACKING,DELIVERY_TRACKING,True
133,@AmazonHelp Thanks!,RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
134,@AmazonHelp Why am I not surprised this still is unresolved,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
135,@AmazonHelp Enough of this nuisance!! Its been 8 months since my money is not refunded and even now i just got an email on 30th oct syaing the matter,REFUND,REFUND,True
136,@AmazonHelp Expédié par un vendeur tiers je crois,SELLER,SELLER,True
137,"@AmazonHelp Video stutters, no audio and video freezing. Pause for a couple sec &amp; fine for another 20m. I'm on gig internet hardwired tv.",DEVICE,DEVICE,True
138,@AmazonHelp Yes.,INSUFFICIENT_CONTEXT,INSUFFICIENT_CONTEXT,True
139,"@AmazonHelp Yes Sir,I reported,they assured me too 4 d return &amp;said pickup agent vl contact U but nothing done.",RETURN,RETURN,True
140,@AmazonHelp Yup 😢 I cancelled the order now,ORDER_CANCELLATION,ORDER_CANCELLATION,True
141,@AmazonHelp I still have not received my codes. Pre ordered back in April.,OTHER,PACKAGE_NOT_RECEIVED,False
142,@AmazonHelp J'ai reçu ce mail ce matin malgré avoir annoncé que j'avais bien reçu la commande. 😬À qui dois-je répondre ? https://t.co/RS1HNVHdDE,OTHER,PACKAGE_NOT_RECEIVED,False
143,@AmazonHelp Werde ich mal machen... Danke,RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
144,@AmazonHelp We still have not heard back yet from you regarding this fraud case. An amazon vendor is using our name and address and we are receiving multiple amazon return items to our home. This needs to stop immediately. @115821 @115851,ACCOUNT,ACCOUNT,True
145,"@AmazonHelp Sirji , i have already did that , but even tortoise can walk faster than the resolution process of Amzon , check my history via my number @109028, no need to delete this tweet ..",CUSTOMER_SERVICE,RESOLUTION_CONFIRMATION,False
146,@AmazonHelp Non c'était pas prévu il me semble. Comme elle est USB c je me suis dit qu'ils mettraient directement le câble plutôt qu'un usb normal,PRODUCT_INFORMATION,DEVICE,False
147,@AmazonHelp Ok thank you,RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
148,"@AmazonHelp I just gave you the tracking number. Go to your data base, not Twitter, and hunt the damn thing down. I pay Prime. I expect Prime service",DELIVERY_PROBLEM,DELIVERY_TRACKING,False
149,@AmazonHelp Just re-ordered with another email address and now that account has been immediately locked,ACCOUNT,ACCOUNT,True
150,@AmazonHelp Please share the escalation matrix.,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
151,@AmazonHelp I have already sent a mail yesterday at 9pm &amp; called customer care but no response as of now. Marked mail to Jeff also.#fraud,ACCOUNT,CUSTOMER_SERVICE,False
152,@AmazonHelp Merci,RESOLUTION_CONFIRMATION,CASUAL_ENGAGEMENT,False
153,@AmazonHelp Nope! 18-20th. Not acceptable,DELIVERY_TRACKING,DELIVERY_DELAY,False
154,@AmazonHelp Still waiting,CUSTOMER_SERVICE,DELIVERY_DELAY,False
155,@AmazonHelp The delivery date was supposed to be today,DELIVERY_DELAY,DELIVERY_DELAY,True
156,@AmazonHelp i dont have any fax service in my town and u ppl r crazy,ACCOUNT,CUSTOMER_SERVICE,False
157,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",CUSTOMER_SERVICE,ORDER_CANCELLATION,False
158,@AmazonHelp Yes iv done everything iv just sent you a full message now ..,PACKAGE_NOT_RECEIVED,CUSTOMER_SERVICE,False
159,"@AmazonHelp わかりますが、同じ表品を2セットで別はやっぱり嫌です…
開けると「入るやん」って思ってしまいますし…
でも、わざわざありがとうございます😊",FEEDBACK,CASUAL_ENGAGEMENT,False
160,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,PAYMENT,PAYMENT,True
161,@AmazonHelp Why false assurances then,CUSTOMER_SERVICE,INSUFFICIENT_CONTEXT,False
162,@AmazonHelp Call me option is not working. PL call back,CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
163,"@AmazonHelp There's nothing written but the title of the book, but i did pay the price listed for the hardcover book",PRODUCT_INFORMATION,PRODUCT_INFORMATION,True
164,"@AmazonHelp Done
Let's see how responsive Amazon.in is",CUSTOMER_SERVICE,CASUAL_ENGAGEMENT,False
165,@AmazonHelp I have no contact information. They did not leave a card. I have tweeted them and they have not responded.,DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
166,"@AmazonHelp Tomorrow (19/10). Still says ""Preparing for Dispatch"", can't believe will be delivered on time if it hasn't been dispatched yet",ORDER_DISPATCH,ORDER_DISPATCH,True
167,"@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed",WEBSITE_OR_APP,WEBSITE_OR_APP,True
168,"@AmazonHelp thank you! Me too, my co worker loves wine and has cats so I figured this would be perfect for her. Any way for a replacement? I logged into my app and don’t see anything thx",OTHER,FEEDBACK,False
169,@AmazonHelp I am using website. The problem is present on just chrome browser. While it works fine in Firefox. Works fine in chrome on mobile as well. I am using chrome Version 62.0.3202.94 (Official Build) (64-bit) on desktop.,WEBSITE_OR_APP,WEBSITE_OR_APP,True
170,@AmazonHelp I’ve tried it on both the app and the desktop site and both have done the same thing,WEBSITE_OR_APP,WEBSITE_OR_APP,True
171,@AmazonHelp i did..no one called,CUSTOMER_SERVICE,INSUFFICIENT_CONTEXT,False
172,"@AmazonHelp No call no msg,,, what a fantastic response... Total failure of APNI DUKAAN??",CUSTOMER_SERVICE,FEEDBACK,False
173,"@AmazonHelp I have the ""Amazon Echo, Black (previous generation)"" 
I have seen other @119038 streamers use it on there live streams to play music and would like to know how.",DEVICE,PRODUCT_INFORMATION,False
174,@AmazonHelp Amazon EU.,CUSTOMER_SERVICE,OTHER,False
175,@AmazonHelp I used @145869 and it’s showing the seller to be https://t.co/eFW8uDgHVP LLC,SELLER,SELLER,True
176,@AmazonHelp Lp Collect,DELIVERY_PROBLEM,CUSTOMER_SERVICE,False
177,"@AmazonHelp I’ve already reached out to them and all I was told was that if they can’t try again and deliver it today, I’ll be given a refund.",DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
178,"@AmazonHelp read tweet carefully and then reply ,package is in my city since early Thursday morning yet no sign of it getting delivered before Saturday😠",DELIVERY_DELAY,DELIVERY_DELAY,True
179,@AmazonHelp UPS.,DELIVERY_PROBLEM,DELIVERY_TRACKING,False
180,@AmazonHelp Celle du moment est la boutique lego!,CASUAL_ENGAGEMENT,SELLER,False
181,@AmazonHelp I think its a fake . Still no winner list put at nowhere. What is the fact about one plus 5 contest of 9 th June 2017 winner list??,OTHER,PRODUCT_INFORMATION,False
182,"@AmazonHelp Quero um Kindle, mas preciso de agora, adianta para mim 💜",PRODUCT_INFORMATION,DEVICE,False
183,@AmazonHelp Both by sellers. One of the items has now changed and is due to be delivered today. The other still says waiting to be dispatched. Why does it matter if it's an Amazon item or a different seller?,ORDER_DISPATCH,ORDER_DISPATCH,True
184,"@AmazonHelp I’m aware of what two day shipping means. I’m also aware that the delivery date was supposed to be yesterday, and that I pay $99 per year and your response is ¯\_(ツ)_/¯",DELIVERY_DELAY,DELIVERY_DELAY,True
185,@AmazonHelp Hahahaha adorei! ❤️,CASUAL_ENGAGEMENT,FEEDBACK,False
186,"@AmazonHelp Yes, and found it outside my door! But who knows if this note was even for me...",DELIVERY_PROBLEM,DELIVERY_PROBLEM,True
187,"@AmazonHelp Thanks, I finally found the call option on the website and talk to a rep.",CUSTOMER_SERVICE,CUSTOMER_SERVICE,True
188,@AmazonHelp Kaha kaha dalu yst I call u ur representative told me about cancelation mail received and fud process,ORDER_CANCELLATION,ORDER_CANCELLATION,True
189,"@AmazonHelp fui garimpando os novos do SK, além de outros que eu queria faz tempo (tá bem variado)! vcs ainda vão me levar à falência kkkk",CASUAL_ENGAGEMENT,CASUAL_ENGAGEMENT,True
190,@AmazonHelp I don't want return just keep the amount and let me aware the people,RETURN,REFUND,False
191,@AmazonHelp Oui livraison en soirée impossible car le livreur refuse de rentrer dans l'immeuble (accord avec Amazon selon lui ) indiqué nulle part 1/2,DELIVERY_INSTRUCTIONS,DELIVERY_PROBLEM,False
192,"@AmazonHelp Just says amazon shipping, other than that there no extra information on the order.",DELIVERY_TRACKING,ORDER_DISPATCH,False
193,@AmazonHelp pcのみですか！タブレットではどうやっても無理…ですよね？,WEBSITE_OR_APP,DEVICE,False
