example_id,customer_message,actual_intent,top_similarity,top_match
44,"@AmazonHelp Yes they were, I have private messaged you. You did this to a Harry Potter book. Be ashamed.",CUSTOMER_SERVICE,0.7427958846092224,"@AmazonHelp And you people fool your customers, very shameful."
45,@AmazonHelp Tomorrow. But that isn't the issue. Why would my package even leave IL if it's being shipped to an IL address?,DELIVERY_PROBLEM,0.733639657497406,"@AmazonHelp All my past orders were being delivered at same address, still couldn't understand the problem."
46,@AmazonHelp I already replied,CUSTOMER_SERVICE,0.8894397020339966,@AmazonHelp I didn't get a response back yet
47,@AmazonHelp I sent this in yesterday on your site. Haven't heard anything yet. But I got 8 more emails from sellers this morning.,CUSTOMER_SERVICE,0.850849986076355,"@AmazonHelp By seller, i have emailed them"
48,@AmazonHelp It's very troubling you need me to go out of my way to write to you and tell you that he packaging can be improved upon. Is there not an evaluation team capable of identifying that?,OTHER,0.7696354985237122,@AmazonHelp I already did. They confirmed it was happened during packaging of courier. I want to file complaint about this.
49,@AmazonHelp Still order not receive. it should deliver on 16 oct today is 18 oct. I call customer care they do not have any reason why it was delay,DELIVERY_DELAY,0.8715754151344299,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though."
50,@AmazonHelp And note that's luggage. Luggage that was going to be used on Monday AM.,DELIVERY_DELAY,0.7577819228172302,@AmazonHelp Omg no - this was yesterday. I checked after 10 pm last night and now it's saying it'll be here Friday.
51,@AmazonHelp Il c’est perdu ou pas ? https://t.co/Z50YYKFA1W,PACKAGE_NOT_RECEIVED,0.8736097812652588,@AmazonHelp oui plusieurs fois.
52,@AmazonHelp Clicked on link and it says can't find @146898 !!!!!  Hope that's not the case tomorrow,WEBSITE_OR_APP,0.844071090221405,@AmazonHelp There's no number on that link
53,"@AmazonHelp Sony Bravia 4K, Baujahr ende 2016",DEVICE,0.7319611310958862,@AmazonHelp Diese Seite sagt Panasonic von 2017 haben Live-Streaming...
54,@AmazonHelp There is no mail which I got from you today,OTHER,0.9291765689849854,@AmazonHelp I HAVE NOT GOT ANY MAIL
55,"@AmazonHelp jedes mal....
und auch nächstes mal 

Der Bote will einfach nicht 

wohne ja auch oberhalb der 10 Etage 

da hat er bestimmt Höhenangst....",DELIVERY_PROBLEM,0.866875410079956,"@AmazonHelp Die Zahlungsart wurde nicht abgelehnt, und das wurde von mir nie gesagt. Irgendeine Antwort geben hilft auch nicht. Lesen kann helfen."
56,@AmazonHelp Yes it’s enabled,ACCOUNT,0.7792512774467468,"@AmazonHelp Never mind, it is working now. Thanks :)"
57,@AmazonHelp Livraison estimé le 16 oct,DELIVERY_TRACKING,0.8902533650398254,@AmazonHelp En cours de livraison depuis 7:30 ...
58,@AmazonHelp Continuosly getting same revert its more than a 1.5 month when i get my money back u told me on 8th of last mnth returning in 2-4 hours https://t.co/fD7GCOLmti,REFUND,0.8293642401695251,@AmazonHelp It’s been 5 days &amp; there in no revert :(
59,"@AmazonHelp Normalement aujourd'hui, normalement.... mais je prends ce colis en exemple, Colisprive n'est pas un bon livreur, très souvent en retard",DELIVERY_DELAY,0.885650098323822,"@AmazonHelp Oui, on m'a dit ce que je savais déjà : mon colis n'a pas pu être livré hier, et il doit être livré aujourd'hui."
60,@AmazonHelp they tried to deliver today but thats the same problem I had for two weeks that they only try to redeliver instead of bringing it to a post office or whatever because I'm not home before 5,DELIVERY_INSTRUCTIONS,0.8346564769744873,"@AmazonHelp I was promised it would be delivered by today 1pm, but it has not been delivered yet. It has been very bad delivery experience recently 2/n"
61,@AmazonHelp Thanks. I hv reported and discussed with CC exec. He promised me to resolve issue in next 2 hrs. Let’s see,CUSTOMER_SERVICE,0.799196183681488,@AmazonHelp Thanks I had it resolved 10 minutes after you sent that.
62,"@AmazonHelp Can't u access through order I'd ....??
Just looping around same point .
#lostfaith @115851",ACCOUNT,0.7890598773956299,"@AmazonHelp They are telling that they are not able to find my order
I didn't got my refund back"
63,@AmazonHelp Courier is going to be contacted and I've been told to allow 24 hours for a response which I will do because this is a christmas gift that cost a lot of money so I just want to know where it is!,PACKAGE_NOT_RECEIVED,0.879066526889801,@AmazonHelp Can you contact the courier to see where it is?
64,"@AmazonHelp that's just it, I can't get a tracking number from your website.",DELIVERY_TRACKING,0.8359464406967163,@AmazonHelp The website doesn't show me how to contact them.
65,"@AmazonHelp Je l'ai signalé au service client de twitch ici https://t.co/hdO6UWZn1X.
Dois-je le signaler également au votre ?",CUSTOMER_SERVICE,0.8941273093223572,@AmazonHelp comment le signaler à votre service si jamais?
66,"@AmazonHelp It never was given, not that I remember. I pre-ordered them, so I expected them to arrive closer to the release dates. But now it's been weeks since their release and still no dispatch.",ORDER_DISPATCH,0.7960519790649414,@AmazonHelp Not dispatched and delivery date pending. Yesterday it looked like it was gonna come today. Maybe not enough stock for pre-order amount?
67,@AmazonHelp ah. C’est embarrassant! Et que se passe-t-il si le livreur débarque &amp; qu’il n’y a personne pr réceptionner ? (Je serai au ministère à Bercy),DELIVERY_INSTRUCTIONS,0.8458330631256104,@AmazonHelp Nous l'avons fais après réception oui
68,"@AmazonHelp Not sure which carrier it is, but last time I ordered a Christmas present a couple of years ago, (a kindle fire) my account got hacked and my wife was left with a kindle she couldn’t use, after I had to get yet another replacement.",ACCOUNT,0.79830402135849,@AmazonHelp Says carrier is amazon ?
69,"@AmazonHelp It wasn’t explained to me , 2-3 different reasons are being given to me.",OTHER,0.8791795372962952,@AmazonHelp So what is the reason in this case.
70,@AmazonHelp But why aren't phones working?,DEVICE,0.8064325451850891,@AmazonHelp Do u have working phones!??? Y dont u call me up. No email recieved. #AmazonIndia #patheticserviceamazon
71,"@AmazonHelp I've contacted you guys about it multiple times this year. Roughly 10-12 times this year, I've been on the phone with you guys for this, and it keeps happening. Why am I paying $100 for prime 2 day shipping, if it's only actually shipped 2 days occasionally. It's infuriating.",DELIVERY_PROBLEM,0.8337253928184509,"@AmazonHelp I paid for 1day shipping with 1 item...and i pay $99 a year for prime to get 2 day shipping eith the other items....none of which happened. Why should I bother continuing? Everytime AMZL handles my pkgs, there is a problem."
72,@AmazonHelp NEIN! 👎🏻,INSUFFICIENT_CONTEXT,0.8925661444664001,@AmazonHelp あ！わざわざありがとうございますっ🙇‍♀️
73,@AmazonHelp Yes. Nothing helped. Next plz,PACKAGE_NOT_RECEIVED,0.8719592690467834,@AmazonHelp This actually didn't help at all.
74,@AmazonHelp Es geht aber um Melia Pro Rewards?,INSUFFICIENT_CONTEXT,0.8046268820762634,@AmazonHelp Dann werd ich mich da wohl mal melden
75,"@AmazonHelp L'écran ne se déverrouille pas lorsque que je le touche, du coup, je ne peux pas accéder à mon colis.",DEVICE,0.8863826394081116,@AmazonHelp Donc ou est mon colis et pq j’ai pas ete livrée en temp et en heurs
76,@AmazonHelp Kindly share contact no as the website is not helping to relate my issue,CUSTOMER_SERVICE,0.8763748407363892,@AmazonHelp There is no contact no. In this link
77,"@AmazonHelp Nenhuma... comprei em pré-venda e no e-mail de confirmação fala que eu receberia uma nova mensagem com a data de esntrega, mas não recebi 😢",DELIVERY_TRACKING,0.8735307455062866,"@AmazonHelp Já verifiquei, recebi uma mensagem que não tem nem endereço onde eu possa responder. Nada foi resolvido, quero saber o que vou fazer nesse caso, já que até agora não foi entregue, nem atualizado a data de entrega, nem nada."
78,@AmazonHelp 7 de noviembre,DELIVERY_TRACKING,0.9140856862068176,@AmazonHelp Hoy viernes 3 de noviembre.
79,@AmazonHelp *n'ai rien dit la a force ..... j'en ai marre de payer pour rien 😔,PAYMENT,0.861795961856842,@AmazonHelp Je vais faire ça ! Merci !
80,@AmazonHelp Hi there! Yes raised it as delivery feedback  with each delivery and not had anything backand yes my safe place is at the back of the house which is accessible. Quite disappointing as if it then goes missing who take responsibility?,DELIVERY_INSTRUCTIONS,0.8165836334228516,"@AmazonHelp Thank you for getting back. It's definitely not with a neighbour and it's definitely not been left outside anywhere, there's no note to say they tried to deliver or anything like that."
81,@AmazonHelp @115821 Well I left bad feedback and amazon Rep called me 6 times in 4 minutes after 3AM including one call after I said I was sleeping,CUSTOMER_SERVICE,0.8463276624679565,"@AmazonHelp I was on the phone for 3 hours yesterday. I spoke to 8 different people. Finally spoke to ""Pallav"" who said would definately be resolved in 24 hours. Your customer service is worse than @118101 and @252698 which is saying something!"
82,@AmazonHelp Already talk to CS GUY he hang up on me,CUSTOMER_SERVICE,0.7862553000450134,@AmazonHelp I have choose this platform only because cs was not solving my problem. I have already mail you to ask about my refund@amazonIN @AmazonHelp
83,@AmazonHelp It was marked as delivered at 12.27 yesterday afternoon.I have phoned your customer service twice and I'm always told the same thing.That it's been marked as delivered and they will investigate.But this is happening time and time again.,PACKAGE_NOT_RECEIVED,0.8727497458457947,"@AmazonHelp Order guaranteed delivery today but hasn’t turned up, yet all of a sudden it’s now marked as delivered, which it clearly ain’t."
84,"@AmazonHelp No, no other options were offered, both members of staff were very unhelpful",CUSTOMER_SERVICE,0.7609014511108398,@AmazonHelp Already did that. I'm not satisfied with their response too.
85,@AmazonHelp Carrier as it was dispatched yesterday. https://t.co/B6iSP0gad2,DELIVERY_DELAY,0.8861660361289978,@AmazonHelp The carrier was Amazon shipping
86,@AmazonHelp I can’t see anywhere on the order where it allows me 2 make a claim! There’s nothing in there about claiming at all!,OTHER,0.7486246824264526,@AmazonHelp See I am not able to fill this form!without even giving a reason you hav not delivered my order and now  not returning my money!
87,"@AmazonHelp By Amazon, says it is in Wigan at a parcel depot and there is a problem but it should have bn here on Oct 3rd",DELIVERY_DELAY,0.7571817636489868,@AmazonHelp No. It’s delivered via Royal Mail. This is the second time it’s been delivered early. First time worked to my advantage :). Didn’t know if there was a problem with the delivery estimates.
88,"@AmazonHelp Je vais faire ça, merci",RESOLUTION_CONFIRMATION,0.9697203636169434,@AmazonHelp Je vais faire ça ! Merci !
89,@AmazonHelp Nothing helpful - this needs escalating to your security team now.,ACCOUNT,0.8152703642845154,@AmazonHelp That does not help me. This is the most aggravating thing. Getting a third party involved now.
90,@AmazonHelp @115821 how long do you think it will take?,CUSTOMER_SERVICE,0.8484852313995361,@AmazonHelp @115821 @115850 How much more time you need? Its not out for delivery yet?
91,@AmazonHelp Is it coming today as per promise? Today is last estimated date.,DELIVERY_TRACKING,0.8489185571670532,"@AmazonHelp Nope, has been ""Arriving today"" since I last checked."
92,@AmazonHelp No,INSUFFICIENT_CONTEXT,0.8397107124328613,@AmazonHelp yes and yes stll nothing
93,"@AmazonHelp No no, I mean is there a way I can add stuff to my girlfriend's account without being on her account.",ACCOUNT,0.7468608021736145,"@AmazonHelp I do not have an Amazon account, our household does use Amazon but it's in my partners name. This a screen shot if the email.

Thanks Jo https://t.co/3OTyuJFCCr"
94,@AmazonHelp Kindly tell me how 2400 pupkart MRP become 4600 rs on your site,OTHER,0.7574021816253662,@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?
95,@AmazonHelp .uk,INSUFFICIENT_CONTEXT,0.8401543498039246,@AmazonHelp That link led me to Amazon UK but I will find the appropriate page for my country. Thank you.
96,@AmazonHelp It doesn’t state a courier.. https://t.co/Qq79zAQlqY,DELIVERY_TRACKING,0.8706555366516113,"@AmazonHelp No, it’s finding where I can see who the courier is"
97,@AmazonHelp No nothing at all,INSUFFICIENT_CONTEXT,0.910018801689148,@AmazonHelp Still nothing 🤷🏻‍♂️
98,"@AmazonHelp No, but I will now. Thanks.",RESOLUTION_CONFIRMATION,0.9299494028091431,"@AmazonHelp Okay, I will. Thanks for your help."
99,"@AmazonHelp お忙しいなかご丁寧にありがとうございます。
かしこまりました。
当方は騙される事なく無事でしたが本日の件は家族に話をして、連絡しないように伝えておきます。",RESOLUTION_CONFIRMATION,0.9089643359184265,"@AmazonHelp 郵便局で誤配があったようで、無事届きました。
お騒がせしました。"
100,@AmazonHelp 11 Nov 2017,DEVICE,0.8751941919326782,@AmazonHelp Friday October 20th
101,@AmazonHelp Yes - not once but many times. Not worth the $100/yr if you don’t honor! Had to have today. Now scheduled for Monday 5 day after ordering !,DELIVERY_PROBLEM,0.7805774807929993,"@AmazonHelp Yes i did, even i tried since last couple of days for 2-3 orders continuously ,but sorry to say it is not responsive and sensible."
102,@AmazonHelp Order number is 407-0590121-7161968,INSUFFICIENT_CONTEXT,0.9081093072891235,@AmazonHelp Please find all details of order no. 405-3693108-4127531.
103,@AmazonHelp Yesterday. Does that mean I will not be getting my camera because you guys are out of stock now?,ORDER_DISPATCH,0.7969011068344116,@AmazonHelp They said the item was out of stock as of yesterday. However I have a shipping notification from you from November 20 that my order shipped
104,"@AmazonHelp I've just given my phone No. For you guys to contact me , Anyways I have proceeded my order with Flipkart ...",CUSTOMER_SERVICE,0.7981722950935364,@AmazonHelp I am tired of logging a complaint again and again. Maybe will try Flipkart next time.
105,@AmazonHelp It's saying Amazon carrier and it says they tried to deliver the package but they didn't because I have just checked with reception. Said they will try tomorrow but I need it today.,DELIVERY_DELAY,0.8519697785377502,@AmazonHelp I just spoke to a rep -- they couldn't deliver the package.
106,"@AmazonHelp As I mentioned, none of my colleagues have record of these purchases so I can't get that information. The credit card is in my name which will be on every order. Do you have any other solutions?",ACCOUNT,0.7851190567016602,"@AmazonHelp it's an interesting read. But Can you tell me how someone can obtain my email, 2 last digits of credit card, and know I just made an order?"
107,@AmazonHelp どうにかできました！ありがとうございました(๑･̑◡･̑๑),RESOLUTION_CONFIRMATION,0.9630921483039856,@AmazonHelp 疑問が解決しました、ありがとうございます！
108,"@AmazonHelp Ur delivery dept has rescheduled the delivery &amp; disgustingly mentioned ""as per customer request""
Its too poor practice Mr @115851",DELIVERY_PROBLEM,0.770503580570221,"@AmazonHelp First it was delayed, then today they claim that they made a delivery attempt"
109,@AmazonHelp Essa é a parte difícil: escolher haha,CASUAL_ENGAGEMENT,0.8707234859466553,@AmazonHelp Vendido e entregue pela Amazon.
110,@AmazonHelp ok..so should i contact customer care on a daily basis or wait till eternity to get this resolved.,CUSTOMER_SERVICE,0.8696233034133911,"@AmazonHelp Still waiting for you to reach out. contacted ur customer care again. As always I have been told they would escalate the issue within 24
hrs"
111,@AmazonHelp You should definitely make it available people..like really,FEEDBACK,0.7732381224632263,@AmazonHelp Thanks for the quick reply. I’ll let you know if it shows up.
112,"@AmazonHelp So why do you have a twitter if it just asks us to email you? My order is unfulfilled, this is a complaint. Why must i email you?",ORDER_DISPATCH,0.8423354029655457,@AmazonHelp Why? Can you get someone to email me? Amazon has not emailed me to inform me of a delay or update me with a new delivery day-Not really my job to chase as I have purchased and paid for something through you.
113,@AmazonHelp I have a complaint against your seller then!,SELLER,0.8235796689987183,@AmazonHelp None! Poor customer service and the rep even sighed “oh my god” clearly showing his dissatisfaction with my “complaint”!
114,"@AmazonHelp I ordered some stuff,and it offered me prime shipping which I gladly accepted it.I check my bank statement today and they charge me almost $12.so I called and they say because I use the free one months ago,but when I was checking out it never told me I was ineligible for it",PAYMENT,0.7734173536300659,@AmazonHelp But shipping is still not free
115,"@AmazonHelp え、、、アマゾンのカスタマーサービスさん⁇😅
ノリがいいなぁ。ひょっとして関西人とか⁉️",CASUAL_ENGAGEMENT,0.8565800786018372,@AmazonHelp 楽しみにしてたので嬉しいです( ･ㅂ･)و ̑̑
116,@AmazonHelp I was promised a replacement before tomorrow early morning.Bt I don't see any updates on that. https://t.co/fBwzdFFCGb,OTHER,0.823344349861145,@AmazonHelp hi there! The replacement wasn't processed I sent an email 48 hours ago &amp; no1 has responded so nothing is happening on my order.
117,@AmazonHelp I have to return only... No other option i have... Now you have to give me the same product in same price...,RETURN,0.8216765522956848,"@AmazonHelp I'm going in circles! this just brings me back to the 'return' option, and only lets me get a refund, not a replacement!"
118,"@AmazonHelp form filled no reply yet
such an unstrustworthy service by amazon 3 days delayed from expected delivery date",DELIVERY_DELAY,0.866547167301178,@AmazonHelp unforeseen delays. 3/3
119,@AmazonHelp no veo q nada raro.Es 1 envío dentro d la península.Al menos he conseguido guardar la dirección.A ver si la próxima vez lo logro,DELIVERY_INSTRUCTIONS,0.8368552327156067,"@AmazonHelp No he hablado con nadie, seguí el enlace que me mandaron antes, hice click en la opción 'Cambiar Dirección' y mandé el email al que me han contestado esto."
120,"@AmazonHelp Correct. I set the Sonos skill up with my speaker and my Spotify account, but it only plays out of the echo.",DEVICE,0.7342631816864014,@AmazonHelp The Echo DOT is just saying that it cant play music. Playstation 4 Prime-Video-App says connection issue - using German Amazon.
121,@AmazonHelp When?  In coming new year? Busy looting other innocent customers or what? @115851 @12934 @1840,CUSTOMER_SERVICE,0.8056414127349854,@AmazonHelp When it's going to be resolved? @13150 @AmazonHelp @115850
122,@AmazonHelp I have to login to view the page.,WEBSITE_OR_APP,0.8038408756256104,@AmazonHelp I cant get to the site to even loh in
123,"@AmazonHelp I've already reached out three times, spoke with Amazon logistics, and was told there is nothing they can do other than redeliver tmrw",DELIVERY_PROBLEM,0.8051269054412842,@AmazonHelp I have already contact to customer service team but no one help me
124,@AmazonHelp November 7th. It’s said “Out for delivery” and “Arriving today by 8pm” every day since the 7th.,DELIVERY_PROBLEM,0.8945651054382324,@AmazonHelp Nope. It says will deliver by 8pm. Except this is a business and you always deliver before 5. No dice this time. Tracking hasn’t been updated since 9am (out for delivery according to usps)
125,"@AmazonHelp It says expected yesterday, another says already delivered. I have none of these items.",PACKAGE_NOT_RECEIVED,0.8855769634246826,@AmazonHelp It says everything has been deliver yesterday but nothing was delivered
126,@AmazonHelp Then surely it should have been updated on my acc and not asked for a review.,FEEDBACK,0.8070259690284729,@AmazonHelp Is it an innocent question ? Dont you ever wonder why there is no single review on @115833 ? Clicking on review button take you to list of other product that you have not reviewed. You should have put some effor to click on write review before asking customer.
127,"@AmazonHelp Link provided is for buyers, we are seller on Amazon.in",SELLER,0.8136842250823975,@AmazonHelp Shipped and sold by amazon.
