intent,tweet_id,text
tracking_problem,14853,@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care
tracking_problem,14854,@AmazonHelp that time u people asking tracking parcel details.
tracking_problem,18134,"@AmazonHelp HEY, I have 30 packages that need to be refunded on nov 5th which is the estimated shipping time. fake tracking. never shipped."
tracking_problem,19427,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia
tracking_problem,21561,@AmazonHelp Kyu be chutiye...even after giving u my contact details and oder details u guys are unable to track and deliver it once again... #TaareZameenPar
tracking_problem,23997,"@115821 @115850 @AmazonHelp I placed ds ordr n status is still ‘on d way’, is not dis ur failure to track ur deliveries on time? Disgustng https://t.co/u7Yco0g6DP"
tracking_problem,25878,@115850 my ordr shows delivrd.Track (AW851403592IN) but I didn't receve https://t.co/UvOyNqiytK z it possible? It means Amazon z cheating
tracking_problem,25938,"@AmazonHelp so I order on prime for next day delivery and receive nothing :/ cant track parcel, cant contact seller...how do I get my delivery??massively disappointed"
tracking_problem,26913,@AmazonHelp Nothing. The tracking on the app said due for dispatch between 24th and 26th.
tracking_problem,26928,@AmazonHelp It was supposed to arrive yesterday and now it's changed to by the 6th. Bit confused with the fact there is partial tracking information.
tracking_problem,26929,"@AmazonHelp Hi, just curious as to why tracking details for my item haven't been updated. Can you help? https://t.co/Ko30E2efuK"
tracking_problem,31395,"@AmazonHelp buyed bolt fitness tracker,but didn't got it's CHARGER  in the package. Want to return it and get new."
tracking_problem,31834,"@AmazonHelp one order was suppose to be delivered by 30th october , still no tracking available for the same as on 1/11/17"
tracking_problem,35844,@AmazonHelp It did not say on the tracking who was carrying it.  I did get contacted from Amazon and now they promised first thing in the morning.
tracking_problem,35918,"@AmazonHelp I'm hearing since 3 days.yet to receive update .. 
 How can't you track and give an ETA on your own deliverance #AmazonIndia #Amazon"
tracking_problem,37636,@AmazonHelp Yr link: 'track package' page: tells me the package was handed to resident: delivery card indicates otherwise. No contact option = unhelpful https://t.co/sfVPWgKmCR
tracking_problem,40429,"@AmazonHelp
ordered a product with delivery address j&amp;k....but ATS is trying to deliver it to Assam....track id-79244084290"
tracking_problem,43642,"@AmazonHelp Tracking ID = 936128__credit_card__ by USPS, and no email updates. The only thing I've gotten is what I sent in a screenshot. Thanks!"
tracking_problem,43686,"@AmazonHelp Yes, the date was confirmed today. Made the purchase at 8:17 am. Received an email after 3 saying it was delayed. Go figured. Maybe update the tracking?"
tracking_problem,44498,"@AmazonHelp Ich hab euch mal gemailed :)
Laut Tracking Nr ist das Paket bei einem Nachbarn (im selben Haus) gelandet, welchen ich nicht finden kann."
tracking_problem,44523,@115850 @AmazonHelp my OD ID is 4__credit_card__ &amp; Tracking ID is 213112426556 It was a replacement of faulty product
tracking_problem,46518,"@AmazonHelp Out for delivery 
GB
Carrier: Amazon Shipping, Tracking #: H60076836814"
tracking_problem,47926,"@AmazonHelp exp 10.27 arrived in PR 10.25 returned 10.28
no new tracking info by @115817 even after inquiring to @AmazonHelp about it within the time frame"
tracking_problem,47944,@AmazonHelp Contacted my bank and they were unable to track the refund using the refund reference code given by Amazon.
refund_problem,664,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge"
refund_problem,669,@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.
refund_problem,1699,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
refund_problem,2570,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money"
refund_problem,2572,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund
refund_problem,2577,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces
refund_problem,5117,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?"
refund_problem,5127,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H
refund_problem,5281,@AmazonHelp I got a refund but I wanna check to see if it's actually lost
refund_problem,9766,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing
refund_problem,9810,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z
refund_problem,9821,@AmazonHelp so I pay extra for overnight shipping and you guys are gonna delay my package for another 2-4 days? i'd like a full refund 1/2
refund_problem,14855,@115821 407-8406190-7752345. i want refund amount -1399/- amazon seller was lying. amazon custamare care side also.
refund_problem,15272,@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected
refund_problem,15700,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?
refund_problem,16428,@AmazonHelp Not impressed with Amazon Logistics. Computer parts delayed a week and a refund is the only option? Really disappointed.
refund_problem,16757,@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm
refund_problem,16760,@AmazonHelp No card on file after 30 days. Refund send back to merchant. That's you.
refund_problem,16771,"@AmazonHelp The prime driver Tues who only delivered 2 of 3 bags. Called, was told I'd get a refund on the items not delivered (wow) and $10 credit."
refund_problem,16776,@AmazonHelp Would like to thankyou for ur efforts..amount credited back to my account today.!!
refund_problem,16784,"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw"
refund_problem,16790,"@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017
Bt same not rec'd."
refund_problem,16792,"@AmazonHelp All m getting is apologies but no refund.. everything is online, unable to understand the delay!!"
refund_problem,16794,"@AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent."
refund_problem,16805,@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om
refund_problem,16808,@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust
refund_problem,16812,@AmazonHelp This says refund will be initiated once they receive the product https://t.co/Nn1IPwRNUR
refund_problem,16817,@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP
refund_problem,16820,@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz
refund_problem,17639,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order
return_problem,654,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645
return_problem,8511,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.
return_problem,9780,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.
return_problem,9810,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z
return_problem,14012,"@AmazonHelp Don't be silly.  Read the Tweet!  I NEED 2 KNOW HOW U INSTRUCT CUSTOMERS.

What is the plan?  We've tenants who think they've the rite 2 store empty AF totes in the common area presumably awaiting PickUp 10+ days is 10 days longer that the small front hall common area can handle."
return_problem,14853,@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care
return_problem,15686,"@AmazonHelp Order no - 403-7559101-5645129 
Return reference - 710398288491
Article name - puma shoes"
return_problem,16822,@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain
return_problem,17187,@AmazonHelp Kindly return my prime membership amount
return_problem,17212,"@AmazonHelp No use of prime membership, return my money"
return_problem,17256,@AmazonHelp wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?
return_problem,17641,@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail
return_problem,17653,@AmazonHelp Now I have suffer in self returning product and also not sure that courier charges will be given by Amazon or not. Please arrange person to
return_problem,17655,@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller
return_problem,17659,@AmazonHelp Also concern how I get my shipping charges back once self return product?
return_problem,17656,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.
return_problem,17924,@AmazonHelp If product was not to the mark. And customer had to face tension of self return too with shipping charges. Is this online shopping?
return_problem,17925,@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's
return_problem,17667,@AmazonHelp @115850 What should I do now then. Self return is not possible as I am working professional do not have time will u arrange some one to pick it
return_problem,18125,@AmazonHelp The package will be returned to us within 5 business days after two unsuccessful delivery attempts. ...4/4 WTF! NO DELIVERY ATTEMPT MADE
return_problem,18137,"@115850 @2036 @120033 Beware of Amazon, de sell old stocks 2015 &amp; b4 on lightining sales 2 liquidate their inventory which r unreturnable https://t.co/u1318Bv12T"
return_problem,18131,@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible
return_problem,18897,@AmazonHelp Yes.. not single call got regarding that since Saturday.. I want to return this products and never want to purchase again with amazon
return_problem,18916,@AmazonHelp @115850 @AmazonHelp @115821 . In the last 5 working days u ppl  not able to arrange pick up.I m waiting for return since 30 days.
return_problem,18941,@115850 Amazon is unable to pick return request in last 25 days?? https://t.co/knb0Vgnrt7
return_problem,19118,@AmazonHelp can u ready for return pick up i receive damage product
return_problem,19132,@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.
return_problem,19205,@AmazonHelp pl do...i am already fed up with the service...considering returning the order.
return_problem,20439,"Amazon is starting to piss me off. All of the sudden it wants to charge me money to return shit. No thank you.
@115821"
return_problem,19134,@AmazonHelp @120261 Amazon seller support team is not providing pickup service on time to new seller. We are chasing them from 23rd Oct and lost our 4 orders
wrong_or_damaged_product,652,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.
wrong_or_damaged_product,5119,#Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches. @115821 https://t.co/KqpOkpLeP8
wrong_or_damaged_product,13189,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?"
wrong_or_damaged_product,18679,"@115821  
Amazon truck damaged my lawn my lawn .Love Amazon . So sad no one called me back today as promised! Why?"
wrong_or_damaged_product,18702,@AmazonHelp It says wrong product has sent .. refund cannot be given ... u kindly ask ur courier guy n confirm me what was given to him ..
wrong_or_damaged_product,30493,"@AmazonHelp No. But the amazon package tape was broken, and i could see visibly where someone taped it back with their own tape"
wrong_or_damaged_product,39576,"@AmazonHelp I did. It keeps happening to me. I mostly buy books, and my books end up looking like old books or they come damaged."
wrong_or_damaged_product,42553,@AmazonHelp I don't think the package is damaged.Rather carrier communication issue. Why else the changing stories ?found out about return from email.
wrong_or_damaged_product,42558,"@amazonhelp so frustrated with your customer service. Out for delivery/resched then told packing slip torn, then package damaged.No solution"
wrong_or_damaged_product,46538,@AmazonHelp That I wanted to replace with a working item versus the defective item that was sadly sent to me to begin with.
wrong_or_damaged_product,49921,"@AmazonHelp Over 50 orders. More than a hundred books. Not a single free bookmark. I'm heartbroken, Amazon! :("
wrong_or_damaged_product,51161,@AskeBay Clearly stated broken I don’t see what the confusion is if something’s broken it’s broken. Not to worry Amazon have gained some new custom
wrong_or_damaged_product,56900,@AmazonHelp Just had even more damaged replacement TV delivered. You overpackage unbreakable items and add no packaging to TVs. Muppets. now 31 min wait
wrong_or_damaged_product,57467,"@AmazonHelp This'll be the second return in as many days, what guarantee have I got that I'm going to get an undamaged record...3rd time lucky?!"
wrong_or_damaged_product,57470,@AmazonHelp I fail to see how that reassures me that I'm going to get an undamaged record 3rd time around
wrong_or_damaged_product,57468,"@AmazonHelp Another day, another bent vinyl from @115830. Do you have any quality control before sending out damaged products? https://t.co/ya9NAHI827"
wrong_or_damaged_product,62302,@AmazonHelp DAMN IPHONE WITH THE BROKEN I
wrong_or_damaged_product,64085,"@AmazonHelp Yeah, i had to pack and ship a couple of wrong items already, and drive it to UPS. Try to get replacement but consistency had problems with shipping and with the items being wrong again. Apparently, amazon doesn’t listen to their customers needs any more."
wrong_or_damaged_product,65686,"@AmazonHelp So at this point I am led to believe that Amazon does not care about legacy media any more, else it would make sure it would arrive undamaged. Streaming of course makes more money long-term than selling an album once, I get it."
wrong_or_damaged_product,65687,"@AmazonHelp The CDs could not be exchanged so I had to reorder. Alas, some were add-on CDs that could not be ordered by themselves so I had to increase the cart value to $25 by buying more. Which I did. Two CDs arrived okay, another one broken. Returned that again to get in brkn."
wrong_or_damaged_product,65688,.@AmazonHelp I’m kinda done - I spent 1.5 hours in talks with four (!) different hotliners which ended up not being able to help until I bought more (!) to have my cart be above $25 so I could return three other broken CDs. Will return &amp; scout local stores instead. @115851
wrong_or_damaged_product,65698,"Alright, #Amazon. Ordered a CD. It came broken. Ordered a replacement. It came broken. Ordered a second replacement. Yes, it too came broken. It seems as if fluffy jiffy envelopes don't work as good as cardboard ones. Can't do no more exchanges, alas. Help, @AmazonHelp!"
wrong_or_damaged_product,65723,"@AmazonHelp So your answer to me telling you your app is clearly broken (as every other app review is saying in the last month) is that it’s my fault? Stellar customer service today, amazon, you’re doing great."
wrong_or_damaged_product,65732,"@AmazonHelp @115851 100% assurance , 100% trust broken .hoped that Amazon will fulfill the promises but disappointed 100%"
wrong_or_damaged_product,65753,"@AmazonHelp I will be heartbroken if Xenoblade Chronicles 2 does not arrive tomorrow. There are other items lost, overdue, and cancelled in my history. My customer email is iain at [twitter username].com."
wrong_or_damaged_product,67443,"@AmazonHelp 
I bought a product in July. It's now broken. But there's no option to get a replacement or raise a complaint. What do i do??  !!!"
wrong_or_damaged_product,69701,@AmazonHelp We're not sure yet as we're trying to find where it is - if it's damaged what happens? As it's a Christmas gift
wrong_or_damaged_product,69971,@AmazonHelp @115850 delivered my prepaid order of Rs 2000 to a different address. That's not it delivered the wrong item too. Check DM.
wrong_or_damaged_product,71915,"@AmazonHelp Hello,
It's just formality to told u,ur not eligible for it ,it's my 4th time worth experience with Amazon .I had ordered headphones due to some circumstances it's damaged. So,I had call no of time with Amazon  customer care and third party (""SHOPODEALZ"")but they can't solved."
wrong_or_damaged_product,71957,@AmazonHelp Just got an email that it was lost or damaged
payment_problem,621,@115823 I want my amazon payments account CLOSED.  dm me please.
payment_problem,664,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge"
payment_problem,1698,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
payment_problem,1702,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
payment_problem,1699,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
payment_problem,1708,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
payment_problem,1710,@AmazonHelp where can I chat with a support member for a false charge
payment_problem,1712,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
payment_problem,13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.
payment_problem,17639,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order
payment_problem,17652,@AmazonHelp Collect product at my home address will pay him courier charges. Hope u help your valuable customers.?
payment_problem,17653,@AmazonHelp Now I have suffer in self returning product and also not sure that courier charges will be given by Amazon or not. Please arrange person to
payment_problem,17659,@AmazonHelp Also concern how I get my shipping charges back once self return product?
payment_problem,17686,@AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ?
payment_problem,17918,@AmazonHelp Please elaborate. If the charges are of prime subscription on https://t.co/PDFhxlk2Fc then why was i charged 499 in the first place??
payment_problem,17923,@AmazonHelp Means your valuable customer have to suffer with this issue?  Then what about shipping charges? Why your customer pay from his pocket?
payment_problem,17924,@AmazonHelp If product was not to the mark. And customer had to face tension of self return too with shipping charges. Is this online shopping?
payment_problem,17925,@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's
payment_problem,18689,@AmazonHelp What do you mean prices are ever changing? Is @115850 a stock exchange? And how can you charge more than MRP? Should I sue you?
payment_problem,19130,@AmazonHelp Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.
payment_problem,20034,@AmazonHelp how do i delete my old credit cards from the list
payment_problem,20439,"Amazon is starting to piss me off. All of the sudden it wants to charge me money to return shit. No thank you.
@115821"
payment_problem,21869,"@AmazonHelp I just got everything back yesterday and sorted out any problems, now it's been put on hold because you could not confirm payment info"
payment_problem,24516,@121285 @AmazonHelp So they have lowered min order to £15 but put £3.99 delivery charge on all orders under £40 guess i wont be ordering again from prime now
payment_problem,24517,@121286 @AmazonHelp Yep. Bit disappointing. Hopefully those charges are only on Prime Now and not normal Prime orders?
payment_problem,24521,@121286 @AmazonHelp Yeah. They refunded the charge this time too as I was unaware of the change ☺️
payment_problem,24519,"@121286 @121285 @AmazonHelp Not sure why the Amazon support team keeps saying they need to 'look into it' when they should obviously know if charges are supposed to apply or not... Even so, bit naff that the minimum order has gone up, won't be using as much now!"
payment_problem,25001,@AmazonHelp i have had a payment taken THREE times and no product!
payment_problem,25004,@AmazonHelp had an email saying payment has been reversed but has been taken AGAIN this morning.
payment_problem,25007,@AmazonHelp Amazon Id __email__ I have added ₹460 and make a Jio recharge 399. As per your offer 101 cashback+ 20% on first top-up.I didn't
prime_subscription,693,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?
prime_subscription,1698,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
prime_subscription,1699,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
prime_subscription,1706,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
prime_subscription,1708,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
prime_subscription,1724,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
prime_subscription,1736,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
prime_subscription,2579,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile"
prime_subscription,2581,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again."
prime_subscription,4788,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime
prime_subscription,5298,Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video @116928
prime_subscription,5302,"砂来のウィッグ コロネロの使える思ってのんびりしてたら、家が引越し荷物だらけで探せなかったんは焦ったわぁ
(Amazonで頼んで昨日届いたありがとうprime)"
prime_subscription,5321,"@AmazonHelp For now, at least, until Prime Music starts shitting on its subscribers just like @116618."
prime_subscription,5328,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address
prime_subscription,5331,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?
prime_subscription,5778,@AmazonHelp Pago para tener el Prime con vosotros para que me tarden en llegar 10 dias? Reembolsadme la compra y lo compro en cualquier otro sitio
prime_subscription,5782,@117086 tem previsao para liberar a terceira temporada de #mrrobot no #amazonprimebrasil ?
prime_subscription,8519,@116875 Cancelación de  membresía Amazon Prime y reembolso ya!
prime_subscription,11014,@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.
prime_subscription,11015,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?"
prime_subscription,11020,"@AmazonHelp U pay for prime. You expect the befits of the membership. I ordered a package on the 25th, it still isn't here."
prime_subscription,11021,@AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.
prime_subscription,11075,"@AmazonHelp i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?"
prime_subscription,11073,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?
prime_subscription,11084,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick."
prime_subscription,4843,"@116313 AmazonPrime発送で詐欺の恐れはありますか？
Nintendo Switchを購入したいんですが
親にAmazon販売.発送じゃないという事を理由に断られました

AmazonPrimeは安心なのでしょうか

AmazonPrimeの商品はAmazonが責任を持って自宅に届けてもらえるのでしょうか？
それとも販売ショップからの発送ですか？"
prime_subscription,11602,"@AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again."
prime_subscription,11607,"@AmazonHelp Once again the answer is ""We'll send again and your Prime membership means nothing and so does 2-day shipping."" This happens TOO OFTEN."
prime_subscription,13159,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.
prime_subscription,13179,"@AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently"
account_problem,621,@115823 I want my amazon payments account CLOSED.  dm me please.
account_problem,643,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?"
account_problem,1701,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?
account_problem,1702,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
account_problem,1703,@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.
account_problem,1706,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
account_problem,1712,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
account_problem,1713,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
account_problem,1744,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
account_problem,2579,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile"
account_problem,3729,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me
account_problem,3732,@AmazonHelp I can’t log in because it’s locked.
account_problem,3733,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked..."
account_problem,3756,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?"
account_problem,4847,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service
account_problem,4848,@AmazonHelp will i loose my account?I've tried help from that link and yesterday by phone customer service and no one is able to solve this
account_problem,4850,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX"
