conversation_id,customer_tweet_id,customer_message,clean_text
1003631,1076271,@AmazonHelp I'm literally praising you.i wasnt being a sarcastic here.dont worry keep up the good work.👍☺,i m literally praising you i wasnt being a sarcastic here dont worry keep up the good work
1003639,1003637,"@AmazonHelp Pixel with Amazon app, windows 10 pc with Google chrome browser, different windows 10 pc with MS edge browser",pixel with amazon app windows 10 pc with google chrome browser different windows 10 pc with ms edge browser
1003650,1003648,@AmazonHelp 因みに昨日、不在票が入っていたので住所間違いの可能性もありません。,
1003655,1003654,"@AmazonHelp Definitely my last time with you. Delivery guy lying, bossing around and ""no use of raising a complaint"" as per him.",definitely my last time with you delivery guy lying bossing around and no use of raising a complaint as per him
1003655,1005069,@AmazonHelp Ha... Now this! And this was supposed to be a prime delivery! Thanks for ruining everything. The occasion is over already.,ha now this and this was supposed to be a prime delivery thanks for ruining everything the occasion is over already
1003667,1003666,"@AmazonHelp Thank you. 
ISBN-13: 978-0306429644
https://t.co/Eed8ltCbmk",thank you isbn 13 978 0306429644
1003675,1003674,@AmazonHelp I hv used the options that u suggested in last tweet but it doesn't solves my problem. I contacted 2-3 times by phone and mail.,i hv used the options that u suggested in last tweet but it doesn t solves my problem i contacted 2 3 times by phone and mail
1003675,1003679,@AmazonHelp Thanks... :) Its delivered yesterday.,thanks its delivered yesterday
1003687,1003706,@AmazonHelp Nobody from your support team gives right information.yesterday your team changed my address and told me that it will be delivered today,nobody from your support team gives right information yesterday your team changed my address and told me that it will be delivered today
1003702,1003701,@AmazonHelp I am trying to exchange my moto c plus but is is not in the list,i am trying to exchange my moto c plus but is is not in the list
1003715,1003714,@AmazonHelp Attached is the error mesg for your reference https://t.co/j9vYtyp73u,attached is the error mesg for your reference
1003715,1003717,@AmazonHelp Still the same issue can you fix it asap before the offer ends,still the same issue can you fix it asap before the offer ends
1003726,1003725,@AmazonHelp @115850 still waiting for the solutions...,still waiting for the solutions
1004362,1004360,@AmazonHelp nope. just would like be able to read in a terminal too!,nope just would like be able to read in a terminal too
1004371,1004365,@AmazonHelp Now can you explain me what was your product delivery date?? according to u yr delivery date is 21st October 2017.,now can you explain me what was your product delivery date according to u yr delivery date is 21st october 2017
1004371,1004364,@AmazonHelp Could you please explain me?how much time I share the details and taking follow up.,could you please explain me how much time i share the details and taking follow up
1004411,1004409,@AmazonHelp One was USPS and one was UPS. Sorry for the delay in response!,one was usps and one was ups sorry for the delay in response
1004513,1004511,@AmazonHelp Yes I reported just after receiving the package,yes i reported just after receiving the package
1004520,1004519,@AmazonHelp Yes they are both third party sellers,yes they are both third party sellers
1004533,1004531,@AmazonHelp amazon.ca,amazon ca
1004533,1004526,@AmazonHelp It says “on the way”,it says on the way
1004533,1004525,@AmazonHelp This is what it says https://t.co/gDBRz33kXA,this is what it says
1004533,1004528,@AmazonHelp Canada Post,canada post
1004536,1004535,@AmazonHelp Non sur ordi il me demande le code en plus et je suis co. Mais la a chaque fois faut que je trouve un ordi :(,non sur ordi il me demande le code en plus et je suis co mais la a chaque fois faut que je trouve un ordi
1004536,1004541,@AmazonHelp Merci pour votre aide et rapidité ! Bon weekend ;),merci pour votre aide et rapidit bon weekend
1004563,1004561,@AmazonHelp That you’ll email me an update in the next couple of days?? How is that sufficient. Check WHO you delivered it to NOW and advise. It isn’t hard - you’ve clearly delivered it to the wrong address or have a dodgy driver - find out which.,that you ll email me an update in the next couple of days how is that sufficient check who you delivered it to now and advise it isn t hard you ve clearly delivered it to the wrong address or have a dodgy driver find out which
1004572,1004570,"@AmazonHelp Je sais pas si c’est grâce aux différents messages que j’ai envoyé au services client mais le remboursement a été effectué dans l’après midi,encore merci pour vos services",je sais pas si c est gr ce aux diff rents messages que j ai envoy au services client mais le remboursement a t effectu dans l apr s midi encore merci pour vos services
1004576,1004574,@AmazonHelp “Shipped with AMZL US”,shipped with amzl us
1004581,1004580,@AmazonHelp Introdução à Química Orgânica,introdu o qu mica org nica
1004604,1004599,@AmazonHelp Account has been on hold for what seems like forever (a year) 😩 I wanna Christmas shoppppppp,account has been on hold for what seems like forever a year i wanna christmas shoppppppp
1004604,1004598,@AmazonHelp No I have not,no i have not
1004604,1004601,@AmazonHelp Yes and this is my 4th time trying 😣,yes and this is my 4th time trying
1004608,1004606,@AmazonHelp Is that anything to do with that I'm usually a .co.uk customer? Is there a way I can spend my $ gift card voucher in the .co.uk store?,is that anything to do with that i m usually a co uk customer is there a way i can spend my gift card voucher in the co uk store
1004608,1004613,"@AmazonHelp I'm trying to have them sent to a US locker, not a UK locker.",i m trying to have them sent to a us locker not a uk locker
1004608,1004615,"@AmazonHelp I'm just not seeing the option for a locker whatsoever, and I've really scrutinized the items, they're all on Prime and all size/weight eligible. All I'm getting is options for my UK addresses.",i m just not seeing the option for a locker whatsoever and i ve really scrutinized the items they re all on prime and all size weight eligible all i m getting is options for my uk addresses
1004608,1004617,@AmazonHelp I have instigated a chat as the only option it gave was to call a US number!,i have instigated a chat as the only option it gave was to call a us number
1004667,1004670,@AmazonHelp Thanks!,thanks
1004667,1004672,@AmazonHelp It's fixed! Thank you to all who worked on it!,it s fixed thank you to all who worked on it
1005050,1005048,"@AmazonHelp It's ok, I think I'll leave it. Im just glad I made it back when I did 😩only bad experience I've had. Is there a way to set a safe place on-",it s ok i think i ll leave it im just glad i made it back when i did only bad experience i ve had is there a way to set a safe place on
1005050,1005049,@AmazonHelp Pre-orders? I have a default place. But it wasn't on the packaging so I think he guessed. I have a really important thing on the way 🙁,pre orders i have a default place but it wasn t on the packaging so i think he guessed i have a really important thing on the way
1005062,1005061,@AmazonHelp Merci beaucoup !!,merci beaucoup
1005066,1005065,@AmazonHelp Thank u. I have read how 2 con-customers cheated Amazon of 50+70 lakhs by fraud claims of receiving empty boxes. Hope my suggestion helps.,thank u i have read how 2 con customers cheated amazon of 50 70 lakhs by fraud claims of receiving empty boxes hope my suggestion helps
1005072,1005077,"@AmazonHelp I spoke to your executive on the helpline 3 hours back &amp; they assured delivery guys will call. Its 7:30pm, I'm still waiting for a call!",i spoke to your executive on the helpline 3 hours back and they assured delivery guys will call its 7 30pm i m still waiting for a call
1005099,1005098,@AmazonHelp Hey sorry but the link didn't work for me,hey sorry but the link didn t work for me
1005099,1005101,"@AmazonHelp Yeah the name was left called ""spinetinglers""",yeah the name was left called spinetinglers
1005116,1005106,@AmazonHelp Done with all my formalities and provided all information. Looking for my product soon !!,done with all my formalities and provided all information looking for my product soon
1005116,1005105,@AmazonHelp Eagerly waiting for my product. Hope you understand it and will take action as soon as possible,eagerly waiting for my product hope you understand it and will take action as soon as possible
1005116,1005108,@AmazonHelp I think ur 12 business hours is done https://t.co/8W7fInsBP1,i think ur 12 business hours is done
1005116,1005110,@AmazonHelp Finally received the product. But it is of no use for me as i ve to gift it to someone else. Anyway thanks 😒,finally received the product but it is of no use for me as i ve to gift it to someone else anyway thanks
1005116,1005112,@AmazonHelp The product you send me was totally different then what I ordered also with missing some parts. And I received open package as well! https://t.co/WRO2q49kpU,the product you send me was totally different then what i ordered also with missing some parts and i received open package as well
1005116,1005114,@AmazonHelp Not interested in your apologies at all   Time to take some serious action 😡,not interested in your apologies at all time to take some serious action
1005129,1005128,@AmazonHelp On doit payer pour pouvoir acheter des produits réservés prime (la plupart) livraison en Corse impossible en 1 jour (avion ou bateau) 🤔😕😢,on doit payer pour pouvoir acheter des produits r serv s prime la plupart livraison en corse impossible en 1 jour avion ou bateau
1005134,1005133,@AmazonHelp @357901 Hello. Yes. It was a single order &amp; the two charges were identical. The bank said Amazon's credit was reversed &amp; now I have two charges.,hello yes it was a single order and the two charges were identical the bank said amazon s credit was reversed and now i have two charges
1005962,1005960,@AmazonHelp I PAID for pre-1p.m. delivery,i paid for pre 1p m delivery
1005969,1005968,@AmazonHelp Because your policies. But what annoyed me more was ur rep attitude. Which is proving to be a constant,because your policies but what annoyed me more was ur rep attitude which is proving to be a constant
1005969,1005980,@AmazonHelp First chat u issued the replacement but didn’t say a word about how to return the defective. said amazon locker needed. ~35’ &amp; 2 agents,first chat u issued the replacement but didn t say a word about how to return the defective said amazon locker needed 35 and 2 agents
1005969,1005990,@AmazonHelp My ordered is delayed with the bday presents for my daughter and nobody seems to care at @115821. Bad first experience using @115821 locker,my ordered is delayed with the bday presents for my daughter and nobody seems to care at bad first experience using locker
1005969,1005993,@AmazonHelp No and no;the estimated delivery date is useless because only going to be in the us a few hours. The package was “guaranteed” for yesterday,no and no the estimated delivery date is useless because only going to be in the us a few hours the package was guaranteed for yesterday
1005969,1005995,@AmazonHelp You...AMZL US,you amzl us
1005969,1005997,@AmazonHelp There u are. Hope this time u act and for once I solve a problem,there u are hope this time u act and for once i solve a problem
1006002,1006001,"@AmazonHelp In Kalyan we have 2 @18350 service centre, both r saying we don't look Memory card. @115850 plz give me address where should I go ??",in kalyan we have 2 service centre both r saying we don t look memory card plz give me address where should i go
1006005,1006004,@AmazonHelp i got an email saying it'll be delivered nov 9th-10th or nov 23rd-24th,i got an email saying it ll be delivered nov 9th 10th or nov 23rd 24th
1006019,1006015,@AmazonHelp Just connected with Nivedita. She assured me for a resolution as soon as she will get this picked up. Never faced such issue in past. 1/2,just connected with nivedita she assured me for a resolution as soon as she will get this picked up never faced such issue in past 1 2
1006028,1006027,@AmazonHelp It spent a long time in a PO box I couldn't get to so the return window is already closed. Any chance of an exception? https://t.co/BxeTojZuaG,it spent a long time in a po box i couldn t get to so the return window is already closed any chance of an exception
1006040,1006037,@AmazonHelp But why service tax? FYI you cannot charge service tax on 30.09.17. Pls hire some better tax consultant,but why service tax fyi you cannot charge service tax on 30 09 17 pls hire some better tax consultant
1006040,1006035,@AmazonHelp any update?,any update
1006040,1006033,@AmazonHelp nope,nope
1006048,1006046,@AmazonHelp It was usps,it was usps
1006052,1006050,@AmazonHelp And then you ask me to wait till Tuesday for a response. If you guarantee something you should deliver it when it’s guaranteed.,and then you ask me to wait till tuesday for a response if you guarantee something you should deliver it when it s guaranteed
1006538,1006537,@AmazonHelp thanks and hope more,thanks and hope more
1006545,1006542,@AmazonHelp Non malheureusement. Mais c'est un endroit stratégique ya une caméra juste en face du coup le voleur sera démasqué rapidement  😂😂✋🏿,non malheureusement mais c est un endroit strat gique ya une cam ra juste en face du coup le voleur sera d masqu rapidement
1006545,1006541,@AmazonHelp 👌🏿👌🏿👌🏿 il était là https://t.co/oJys5Kjont,il tait l
1006551,1006549,"@AmazonHelp It shipped on the 12th (paid 4overnight) and should have come on the 13th, now it’s not coming til Mon. Site “Now expected Oct 13 - Oct 18”",it shipped on the 12th paid 4overnight and should have come on the 13th now it s not coming til mon site now expected oct 13 oct 18
1006554,1006553,@AmazonHelp Just done it thanks.,just done it thanks
1006554,1006556,@AmazonHelp I’ve been sent the exact same wrong colour!,i ve been sent the exact same wrong colour
1006554,1006558,@AmazonHelp I’ve emailed.,i ve emailed
1006585,1006584,@AmazonHelp Someone from customer service actually emailed me yesterday. Thank you so much.,someone from customer service actually emailed me yesterday thank you so much
1006589,1006588,@AmazonHelp When and where,when and where
1007015,1007014,@AmazonHelp Amazon Refund my Curior charge for a 1KG item 100.let me know which Curior brought 1Kg item in 100rs?.,amazon refund my curior charge for a 1kg item 100 let me know which curior brought 1kg item in 100rs
1007015,1007017,@AmazonHelp Where is the link ?,where is the link
1007023,1007022,@AmazonHelp Just that it should be here bye the 17th,just that it should be here bye the 17th
1007023,1007025,@AmazonHelp Done it let’s see we’re we go from here then,done it let s see we re we go from here then
1007032,1007029,"@AmazonHelp It has literally just been dispatched. App now says expected 22-24th. Let's not beat around the bush, it's arriving Tuesday isn't it.",it has literally just been dispatched app now says expected 22 24th let s not beat around the bush it s arriving tuesday isn t it
1007032,1007028,"@AmazonHelp Delivery from Hinkley in 5 minutes?! The delivery driver would be doing 1,200mph or about Mach 1.5! What's he driving, a jet?!",delivery from hinkley in 5 minutes the delivery driver would be doing 1 200mph or about mach 1 5 what s he driving a jet
1007045,1007043,@AmazonHelp My PC,my pc
1007045,1007040,"@AmazonHelp Still no ""proceed to checkout"" button",still no proceed to checkout button
1007045,1007035,@AmazonHelp Yes it has the Add-on item tag https://t.co/pMyzdEzawv,yes it has the add on item tag
1007045,1007034,"@AmazonHelp Soooooooooooooo, it has to be $25 worth of Add-on items? So it CAN'T be, say, $17 of add-on items and $8 of a ""regular"" item, right?",soooooooooooooo it has to be 25 worth of add on items so it can t be say 17 of add on items and 8 of a regular item right
1007045,1007037,"@AmazonHelp Ahh okay I re-read it. So orders less than $25, only the regular items will ship",ahh okay i re read it so orders less than 25 only the regular items will ship
1007054,1007052,@AmazonHelp Sigo sin mi pedido... https://t.co/U4UfAH51PA,sigo sin mi pedido
1007054,1007050,@AmazonHelp  https://t.co/OrCgbcRwS5,
1007054,1007047,@AmazonHelp Si un par de mensajes y sin respuesta. No quiero la devolución quiero mi pedido. Gracias,si un par de mensajes y sin respuesta no quiero la devoluci n quiero mi pedido gracias
1007544,1007543,"@AmazonHelp @AmazonHelp @115850 
The point is that they have been looking into this matter for over 120hrs and the reach out is always a standard reply ""the issue shall be resolved within 24-48 hours..."" !! Just give a definite date and time when the package will be delivered !!",the point is that they have been looking into this matter for over 120hrs and the reach out is always a standard reply the issue shall be resolved within 24 48 hours just give a definite date and time when the package will be delivered
1007544,1007546,"@AmazonHelp @AmazonHelp @115850 
Is the answer to that 24 or 48 hrs ? 
#24hrsCrap #Nonsense #Crap #48hrsCrap",is the answer to that 24 or 48 hrs 24hrscrap nonsense crap 48hrscrap
1007564,1007563,@AmazonHelp Grazie ma è inutile. Quando la consegna è affidata a loro già so che dovrò passare all’ufficio postale. Infatti sarà così anche sta volta,grazie ma inutile quando la consegna affidata a loro gi so che dovr passare all ufficio postale infatti sar cos anche sta volta
1007569,1007568,@AmazonHelp Thank u 4 reminding me its public.Alrdy complained multiple times and mailed.Courier has told that dey already delivered.#shame,thank u 4 reminding me its public alrdy complained multiple times and mailed courier has told that dey already delivered shame
1007722,1007721,"@AmazonHelp Gracias, lo estoy.",gracias lo estoy
1007732,1007731,@AmazonHelp For my first order yes. 2 hours left to have it delivered by 8pm lol. Crunch time,for my first order yes 2 hours left to have it delivered by 8pm lol crunch time
1007736,1007735,@AmazonHelp Two disconnected chats and a third attempt later and my Prime package is still four days late but marked as ‘handed to resident’.,two disconnected chats and a third attempt later and my prime package is still four days late but marked as handed to resident
1007736,1007738,@AmazonHelp Re-sending (which I requested to a different address) or a refund. But neither really solve the problem that it’s Prime and late.,re sending which i requested to a different address or a refund but neither really solve the problem that it s prime and late
1007746,1007745,@AmazonHelp Samsung smart TV through a humax box. WiFi router from virgin,samsung smart tv through a humax box wifi router from virgin
1007746,1007748,@AmazonHelp Can I just restate that Netflix is working fine. I've just remembered why I dropped my subscription last time.,can i just restate that netflix is working fine i ve just remembered why i dropped my subscription last time
1007762,1007761,@AmazonHelp Vielen Dank. Nach drei mal neu starten des Films läuft es jetzt erst mal wieder.,vielen dank nach drei mal neu starten des films l uft es jetzt erst mal wieder
1007774,1007770,"@AmazonHelp A package supposedly already in transit is magically delayed for 4 days. When I ask why, unprompted the agent cancels the order and refunds.",a package supposedly already in transit is magically delayed for 4 days when i ask why unprompted the agent cancels the order and refunds
1007774,1007769,"@AmazonHelp Fed up hearing ""I'm sorrry..."" - It doesn't make up for being punished (by cancellation) by an agent who's too lazy to read incoming mail.",fed up hearing i m sorrry it doesn t make up for being punished by cancellation by an agent who s too lazy to read incoming mail
1008477,1008476,@AmazonHelp Please dont direct me to your customer service. I need writtn explaination here s 2 y dis fraud ws committed failing which I will file a FIR,please dont direct me to your customer service i need writtn explaination here s 2 y dis fraud ws committed failing which i will file a fir
1008477,1008480,@AmazonHelp Its not delayed delivery but fradulent delivery and forgery of my signature,its not delayed delivery but fradulent delivery and forgery of my signature
1008477,1008482,"@AmazonHelp How long does a simple investigation will take I need an explaination n a relief within 24 hrs hereof, failing which I wl take legal actions",how long does a simple investigation will take i need an explaination n a relief within 24 hrs hereof failing which i wl take legal actions
1008477,1008484,@AmazonHelp This is a simple case. Please offer the solution or I will be forced to file a consumer complaint,this is a simple case please offer the solution or i will be forced to file a consumer complaint
1008477,1008487,@AmazonHelp It was never delivered to me infact your executive had accepted that the delivery was not done. I need a resolution asap,it was never delivered to me infact your executive had accepted that the delivery was not done i need a resolution asap
1008477,1008489,@AmazonHelp No email received,no email received
1008502,1008501,@AmazonHelp That begins a dialogue with c/s? I pay for Amazon Prime to get certain items quickly and our @118706 lies about attempts.,that begins a dialogue with c s i pay for amazon prime to get certain items quickly and our lies about attempts
1008916,1008915,"@AmazonHelp No, all it said on the label was a Gift from Amazon.",no all it said on the label was a gift from amazon
1008931,1008930,@AmazonHelp Thanks for clarification.,thanks for clarification
1008937,1008936,"@AmazonHelp It says that was a problem w/ the transportation company, but it seems like the problem was something w/ the products’ deliver date.",it says that was a problem w the transportation company but it seems like the problem was something w the products deliver date
1008937,1008939,@AmazonHelp https://t.co/f1wqZo3G1I 🇺🇸 day 13/10,day 13 10
1008937,1008941,@AmazonHelp NO!,no
1009191,1009190,@AmazonHelp It’s been out for delivery since 8AM,it s been out for delivery since 8am
1009195,1009194,@AmazonHelp I’ve change it to Echo see how i get on...,i ve change it to echo see how i get on
1009214,1009200,@AmazonHelp Or do I need to share the screenshots for evidence ?? @115850  @115821,or do i need to share the screenshots for evidence
1009214,1009198,"@AmazonHelp I'm sorry!! u r ryt I've got mail, gone thru it , but still confused that what u ppl trying to say repeatedly ?? did u get me ?? @115850 https://t.co/615K2mrqgy",i m sorry u r ryt i ve got mail gone thru it but still confused that what u ppl trying to say repeatedly did u get me
1009214,1009203,"@AmazonHelp I need the chair at my place, rest I left on you guys @115850 @AmazonHelp @115851 , good night",i need the chair at my place rest i left on you guys good night
